state,district,year_month,pincode,bio_age_5_17,bio_age_17_
Maharashtra,Satara,2025-12,96303661,3375,2000
Maharashtra,Satara,NaT,1318333105,36845,21479
Maharashtra,Sindhudurg,2025-01,126648019,8084,14788
Maharashtra,Sindhudurg,2025-02,49158809,403,375
Maharashtra,Sindhudurg,2025-03,54158471,368,390
Maharashtra,Sindhudurg,2025-04,60825581,417,411
Maharashtra,Sindhudurg,2025-05,60408685,500,693
Maharashtra,Sindhudurg,2025-06,41244970,312,294
Maharashtra,Sindhudurg,2025-07,34995061,243,353
Maharashtra,Sindhudurg,2025-08,62491752,577,647
Maharashtra,Sindhudurg,2025-09,59991262,412,433
Maharashtra,Sindhudurg,2025-10,54160336,420,446
Maharashtra,Sindhudurg,2025-11,55409830,506,450
Maharashtra,Sindhudurg,2025-12,59159550,622,691
Maharashtra,Sindhudurg,NaT,801145923,8420,7122
Maharashtra,Solapur,2025-01,227281197,73127,120808
Maharashtra,Solapur,2025-02,85544506,3876,2779
Maharashtra,Solapur,2025-03,80590270,2187,2344
Maharashtra,Solapur,2025-04,94635726,3436,3197
Maharashtra,Solapur,2025-05,83884609,2422,2886
Maharashtra,Solapur,2025-06,71487841,1684,1610
Maharashtra,Solapur,2025-07,71078979,1289,1595
Maharashtra,Solapur,2025-08,94228763,3831,3469
Maharashtra,Solapur,2025-09,92155542,3462,2567
Maharashtra,Solapur,2025-10,80995799,3199,2286
Maharashtra,Solapur,2025-11,81412533,4035,2904
Maharashtra,Solapur,2025-12,87610842,5031,3179
Maharashtra,Solapur,NaT,1209157485,47044,30260
Maharashtra,Thane,2025-01,233256507,94539,214794
Maharashtra,Thane,2025-02,102656622,4751,5560
Maharashtra,Thane,2025-03,107798172,3473,6011
Maharashtra,Thane,2025-04,118363475,3727,6730
Maharashtra,Thane,2025-05,115671907,4362,7235
Maharashtra,Thane,2025-06,94432003,2803,4387
Maharashtra,Thane,2025-07,90437182,2848,4410
Maharashtra,Thane,2025-08,117986257,5290,7996
Maharashtra,Thane,2025-09,117342359,3574,6064
Maharashtra,Thane,2025-10,101256475,3532,5288
Maharashtra,Thane,2025-11,106651549,4914,7330
Maharashtra,Thane,2025-12,111907889,5490,8157
Maharashtra,Thane,NaT,1545028481,63593,84415
Maharashtra,Wardha,2025-01,53947163,18384,46193
Maharashtra,Wardha,2025-02,25646423,902,1513
Maharashtra,Wardha,2025-03,22993207,571,1099
Maharashtra,Wardha,2025-04,22550884,588,1651
Maharashtra,Wardha,2025-05,24319706,924,2312
Maharashtra,Wardha,2025-06,22552000,682,925
Maharashtra,Wardha,2025-07,16361136,480,1234
Maharashtra,Wardha,2025-08,26531127,1112,2603
Maharashtra,Wardha,2025-09,25646618,908,1253
Maharashtra,Wardha,2025-10,23435700,933,1216
Maharashtra,Wardha,2025-11,24762316,1135,1828
Maharashtra,Wardha,2025-12,25204421,1395,1930
Maharashtra,Wardha,NaT,343134507,13473,21215
Maharashtra,Washim,2025-01,39550097,21653,51238
Maharashtra,Washim,2025-02,19552449,980,2316
Maharashtra,Washim,2025-03,16441809,806,2106
Maharashtra,Washim,2025-04,18220619,873,1818
Maharashtra,Washim,2025-05,17332019,559,1622
Maharashtra,Washim,2025-06,17330828,520,1240
Maharashtra,Washim,2025-07,14220578,387,1285
Maharashtra,Washim,2025-08,19108738,901,2378
Maharashtra,Washim,2025-09,18219531,1088,2002
Maharashtra,Washim,2025-10,17775321,1018,1665
Maharashtra,Washim,2025-11,17330925,1315,2295
Maharashtra,Washim,2025-12,17330921,1409,2021
Maharashtra,Washim,NaT,254187053,13402,21723
Maharashtra,Washim *,2025-01,4889354,1,26
Maharashtra,Washim *,2025-02,9332804,3,45
Maharashtra,Washim *,2025-03,5333364,2,18
Maharashtra,Washim *,2025-04,4888755,0,27
Maharashtra,Washim *,2025-05,7555279,0,35
Maharashtra,Washim *,2025-06,5333062,1,18
Maharashtra,Washim *,2025-07,3999640,0,20
Maharashtra,Washim *,2025-08,6222069,0,34
Maharashtra,Washim *,2025-09,8443383,2,41
Maharashtra,Washim *,2025-10,6222059,2,36
Maharashtra,Washim *,2025-11,7999681,6,35
Maharashtra,Washim *,2025-12,7554884,5,29
Maharashtra,Washim *,NaT,87109215,38,415
Maharashtra,Yavatmal,2025-01,107741608,47254,125269
Maharashtra,Yavatmal,2025-02,45411782,1717,3606
Maharashtra,Yavatmal,2025-03,40513997,1280,3762
Maharashtra,Yavatmal,2025-04,45411530,1578,5673
Maharashtra,Yavatmal,2025-05,39179172,1248,5082
Maharashtra,Yavatmal,2025-06,37397993,931,2026
Maharashtra,Yavatmal,2025-07,34281978,788,3780
Maharashtra,Yavatmal,2025-08,48528234,2274,6928
Maharashtra,Yavatmal,2025-09,46302683,1960,3757
Maharashtra,Yavatmal,2025-10,42295046,2008,3921
Maharashtra,Yavatmal,2025-11,44076060,2418,5653
Maharashtra,Yavatmal,2025-12,44521063,2732,5891
Maharashtra,Yavatmal,NaT,613947946,26412,59239
Manipur,Bishnupur,2025-01,18287980,9192,5977
Manipur,Bishnupur,2025-02,7951282,514,201
Manipur,Bishnupur,2025-03,8746414,396,151
Manipur,Bishnupur,2025-04,10336682,409,282
Manipur,Bishnupur,2025-05,8746446,341,214
Manipur,Bishnupur,2025-06,7951304,226,136
Manipur,Bishnupur,2025-07,7156179,432,192
Manipur,Bishnupur,2025-08,7156179,386,209
Manipur,Bishnupur,2025-09,7156179,366,166
Manipur,Bishnupur,2025-10,4770786,184,41
Manipur,Bishnupur,2025-11,7156179,710,138
Manipur,Bishnupur,2025-12,8746431,736,182
Manipur,Bishnupur,NaT,111318254,5786,2742
Manipur,Chandel,2025-01,31009621,2208,2633
Manipur,Chandel,2025-02,13516994,89,68
Manipur,Chandel,2025-03,15902370,122,49
Manipur,Chandel,2025-04,18287744,163,83
Manipur,Chandel,2025-05,14312105,92,67
Manipur,Chandel,2025-06,12721835,45,25
Manipur,Chandel,2025-07,10336578,117,39
Manipur,Chandel,2025-08,15902346,124,89
Manipur,Chandel,2025-09,16697528,125,65
Manipur,Chandel,2025-10,11926812,81,45
Manipur,Chandel,2025-11,12721938,112,56
Manipur,Chandel,2025-12,14312142,103,65
Manipur,Chandel,NaT,191623781,1338,680
Manipur,Churachandpur,2025-01,49297042,5435,4816
Manipur,Churachandpur,2025-02,24648578,304,114
Manipur,Churachandpur,2025-03,25443637,238,126
Manipur,Churachandpur,2025-04,20672834,273,111
Manipur,Churachandpur,2025-05,17492428,332,119
Manipur,Churachandpur,2025-06,18287408,212,75
Manipur,Churachandpur,2025-07,11926652,242,119
Manipur,Churachandpur,2025-08,21468045,282,119
Manipur,Churachandpur,2025-09,18287564,159,69
Manipur,Churachandpur,2025-10,21468048,216,107
Manipur,Churachandpur,2025-11,17492427,193,109
Manipur,Churachandpur,2025-12,21467987,198,105
Manipur,Churachandpur,NaT,250460363,3377,1362
Manipur,Imphal East,2025-01,64400427,20404,12116
Manipur,Imphal East,2025-02,27827487,1069,583
Manipur,Imphal East,2025-03,26237479,987,405
Manipur,Imphal East,2025-04,23852402,927,535
Manipur,Imphal East,2025-05,25442099,484,543
Manipur,Imphal East,2025-06,23057100,252,312
Manipur,Imphal East,2025-07,25441990,710,553
Manipur,Imphal East,2025-08,28622499,580,467
Manipur,Imphal East,2025-09,27032347,557,396
Manipur,Imphal East,2025-10,23851980,486,407
Manipur,Imphal East,2025-11,25442232,607,401
Manipur,Imphal East,2025-12,25442255,609,428
Manipur,Imphal East,NaT,380836988,9266,5190
Manipur,Imphal West,2025-01,73941732,16508,13382
Manipur,Imphal West,2025-02,34188119,935,797
Manipur,Imphal West,2025-03,27827436,552,422
Manipur,Imphal West,2025-04,32597477,841,638
Manipur,Imphal West,2025-05,31007874,698,510
Manipur,Imphal West,2025-06,28622754,542,449
Manipur,Imphal West,2025-07,26237319,846,748
Manipur,Imphal West,2025-08,32598024,980,827
Manipur,Imphal West,2025-09,31803152,936,470
Manipur,Imphal West,2025-10,28622720,1055,515
Manipur,Imphal West,2025-11,31007856,1223,640
Manipur,Imphal West,2025-12,30212872,1431,729
Manipur,Imphal West,NaT,442060995,9462,5175
Manipur,Jiribam,2025-01,8746272,280,1190
Manipur,Jiribam,2025-02,3975578,21,20
Manipur,Jiribam,2025-03,3975578,3,9
Manipur,Jiribam,2025-04,4770693,16,25
Manipur,Jiribam,2025-05,3975578,4,12
Manipur,Jiribam,2025-06,3975578,4,16
Manipur,Jiribam,2025-07,3180462,3,4
Manipur,Jiribam,2025-08,3975578,8,11
Manipur,Jiribam,2025-09,4770693,4,17
Manipur,Jiribam,2025-10,3180462,6,8
Manipur,Jiribam,2025-11,4770693,6,14
Manipur,Jiribam,2025-12,3180463,5,5
Manipur,Jiribam,NaT,50887398,92,183
Manipur,Kakching,2025-01,10336363,760,488
Manipur,Kakching,2025-02,3180410,28,8
Manipur,Kakching,2025-03,3180444,20,5
Manipur,Kakching,2025-04,4770614,21,11
Manipur,Kakching,2025-05,3975511,15,10
Manipur,Kakching,2025-06,3975545,12,7
Manipur,Kakching,2025-07,3975540,15,8
Manipur,Kakching,2025-08,4770646,23,8
Manipur,Kakching,2025-09,6360816,64,3
Manipur,Kakching,2025-10,4770612,64,7
Manipur,Kakching,2025-11,4770646,34,9
Manipur,Kakching,2025-12,2385309,20,6
Manipur,Kakching,NaT,62018159,287,114
Manipur,Pherzawl,NaT,1593749,2,0
Manipur,Senapati,2025-01,93822047,6859,5948
Manipur,Senapati,2025-02,47705933,332,160
Manipur,Senapati,2025-03,34189080,199,135
Manipur,Senapati,2025-04,44525473,278,231
Manipur,Senapati,2025-05,46116058,178,176
Manipur,Senapati,2025-06,32598840,172,170
Manipur,Senapati,2025-07,32599234,168,142
Manipur,Senapati,2025-08,50886737,340,255
Manipur,Senapati,2025-09,46910540,205,149
Manipur,Senapati,2025-10,42140268,217,150
Manipur,Senapati,2025-11,42935212,221,210
Manipur,Senapati,2025-12,46115930,251,183
Manipur,Senapati,NaT,580423253,3199,2068
Manipur,Tamenglong,2025-01,31010349,1759,2350
Manipur,Tamenglong,2025-02,13517324,57,44
Manipur,Tamenglong,2025-03,11927062,77,41
Manipur,Tamenglong,2025-04,14312485,194,76
Manipur,Tamenglong,2025-05,12722207,94,48
Manipur,Tamenglong,2025-06,14312512,62,48
Manipur,Tamenglong,2025-07,8746526,172,62
Manipur,Tamenglong,2025-08,13517344,154,77
Manipur,Tamenglong,2025-09,15107585,96,62
Manipur,Tamenglong,2025-10,11131967,83,59
Manipur,Tamenglong,2025-11,13517325,113,100
Manipur,Tamenglong,2025-12,13517344,150,104
Manipur,Tamenglong,NaT,174930404,1056,716
Manipur,Thoubal,2025-01,46117454,15973,14016
Manipur,Thoubal,2025-02,20673352,844,509
Manipur,Thoubal,2025-03,15107424,490,234
Manipur,Thoubal,2025-04,18287902,642,473
Manipur,Thoubal,2025-05,19878214,581,484
Manipur,Thoubal,2025-06,15902585,329,291
Manipur,Thoubal,2025-07,17492838,755,454
Manipur,Thoubal,2025-08,19878251,888,481
Manipur,Thoubal,2025-09,20673341,784,400
Manipur,Thoubal,2025-10,16697706,882,393
Manipur,Thoubal,2025-11,19083108,758,467
Manipur,Thoubal,2025-12,17492872,910,476
Manipur,Thoubal,NaT,266368259,8958,4571
Manipur,Ukhrul,2025-01,27034392,3468,4712
Manipur,Ukhrul,2025-02,11131759,103,127
Manipur,Ukhrul,2025-03,8746464,68,125
Manipur,Ukhrul,2025-04,12722054,163,140
Manipur,Ukhrul,2025-05,10336885,87,143
Manipur,Ukhrul,2025-06,11131632,69,48
Manipur,Ukhrul,2025-07,7951445,108,93
Manipur,Ukhrul,2025-08,12722047,187,143
Manipur,Ukhrul,2025-09,14312333,108,99
Manipur,Ukhrul,2025-10,10336749,122,103
Manipur,Ukhrul,2025-11,10336883,156,114
Manipur,Ukhrul,2025-12,9541467,186,156
Manipur,Ukhrul,NaT,147894227,1538,1324
Meghalaya,East Garo Hills,2025-01,11910696,675,1363
Meghalaya,East Garo Hills,2025-02,4764554,11,26
Meghalaya,East Garo Hills,2025-03,5547784,10,14
Meghalaya,East Garo Hills,2025-04,6351877,14,43
Meghalaya,East Garo Hills,2025-05,5547797,20,10
Meghalaya,East Garo Hills,2025-06,794111,8,3
Meghalaya,East Garo Hills,2025-07,3165466,3,6
Meghalaya,East Garo Hills,2025-08,7125038,16,22
Meghalaya,East Garo Hills,2025-09,4764663,14,14
Meghalaya,East Garo Hills,2025-10,4753686,7,20
Meghalaya,East Garo Hills,2025-11,4764663,12,24
Meghalaya,East Garo Hills,2025-12,3970552,9,21
Meghalaya,East Garo Hills,NaT,50777927,176,183
Meghalaya,East Jaintia Hills,2025-01,11897720,899,479
Meghalaya,East Jaintia Hills,2025-02,5552240,27,11
Meghalaya,East Jaintia Hills,2025-03,4759080,33,7
Meghalaya,East Jaintia Hills,2025-04,5552240,72,11
Meghalaya,East Jaintia Hills,2025-05,4759080,56,9
Meghalaya,East Jaintia Hills,2025-06,4759080,40,8
Meghalaya,East Jaintia Hills,2025-07,3172720,21,4
Meghalaya,East Jaintia Hills,2025-08,5552280,29,18
Meghalaya,East Jaintia Hills,2025-09,5552230,41,7
Meghalaya,East Jaintia Hills,2025-10,4759080,60,9
Meghalaya,East Jaintia Hills,2025-11,4759080,39,10
Meghalaya,East Jaintia Hills,2025-12,4759080,58,12
Meghalaya,East Jaintia Hills,NaT,57902091,667,155
Meghalaya,East Khasi Hills,2025-01,134023869,4947,8711
Meghalaya,East Khasi Hills,2025-02,50754292,119,151
Meghalaya,East Khasi Hills,2025-03,49961385,158,135
Meghalaya,East Khasi Hills,2025-04,53133929,320,183
Meghalaya,East Khasi Hills,2025-05,61064028,433,161
Meghalaya,East Khasi Hills,2025-06,38066179,95,89
Meghalaya,East Khasi Hills,2025-07,38065909,47,52
Meghalaya,East Khasi Hills,2025-08,50754493,111,143
Meghalaya,East Khasi Hills,2025-09,56305671,166,139
Meghalaya,East Khasi Hills,2025-10,54719758,171,136
Meghalaya,East Khasi Hills,2025-11,53133604,171,156
Meghalaya,East Khasi Hills,2025-12,61064147,328,171
Meghalaya,East Khasi Hills,NaT,666945702,1916,1795
Meghalaya,Eastern West Khasi Hills,2025-01,793120,1,0
Meghalaya,Eastern West Khasi Hills,2025-05,793120,0,1
Meghalaya,Eastern West Khasi Hills,2025-08,1586240,0,2
Meghalaya,Eastern West Khasi Hills,NaT,3172480,1,3
Meghalaya,Jaintia Hills,2025-03,793200,0,1
Meghalaya,Jaintia Hills,2025-04,793200,0,1
Meghalaya,Jaintia Hills,2025-05,793150,0,1
Meghalaya,Jaintia Hills,2025-10,793200,0,1
Meghalaya,Jaintia Hills,NaT,3172700,1,3
Meghalaya,North Garo Hills,2025-01,17458688,475,289
Meghalaya,North Garo Hills,2025-02,6341578,12,2
Meghalaya,North Garo Hills,2025-03,7135904,10,6
Meghalaya,North Garo Hills,2025-04,6341680,17,4
Meghalaya,North Garo Hills,2025-05,7929902,20,6
Meghalaya,North Garo Hills,2025-06,3154486,8,1
Meghalaya,North Garo Hills,2025-07,4753364,6,3
Meghalaya,North Garo Hills,2025-08,7918932,17,5
Meghalaya,North Garo Hills,2025-09,8713042,11,8
Meghalaya,North Garo Hills,2025-10,7135694,14,5
Meghalaya,North Garo Hills,2025-11,7929800,14,5
Meghalaya,North Garo Hills,2025-12,8723910,15,5
Meghalaya,North Garo Hills,NaT,81593050,197,88
Meghalaya,Ri Bhoi,2025-01,25355403,1194,1061
Meghalaya,Ri Bhoi,2025-02,12677691,41,25
Meghalaya,Ri Bhoi,2025-03,11079534,63,18
Meghalaya,Ri Bhoi,2025-04,12665750,32,29
Meghalaya,Ri Bhoi,2025-05,10286394,109,29
Meghalaya,Ri Bhoi,2025-06,10298401,33,19
Meghalaya,Ri Bhoi,2025-07,8700205,32,6
Meghalaya,Ri Bhoi,2025-08,9505262,47,20
Meghalaya,Ri Bhoi,2025-09,12665747,47,22
Meghalaya,Ri Bhoi,2025-10,11884593,64,34
Meghalaya,Ri Bhoi,2025-11,10298363,74,43
Meghalaya,Ri Bhoi,2025-12,12677592,77,28
Meghalaya,Ri Bhoi,NaT,152805837,1034,343
Meghalaya,South Garo Hills,2025-01,16675989,295,540
Meghalaya,South Garo Hills,2025-02,7940862,14,13
Meghalaya,South Garo Hills,2025-03,5558523,18,9
Meghalaya,South Garo Hills,2025-04,6352649,9,12
Meghalaya,South Garo Hills,2025-05,8734964,16,14
Meghalaya,South Garo Hills,2025-06,3176323,10,2
Meghalaya,South Garo Hills,2025-07,3176414,10,1
Meghalaya,South Garo Hills,2025-08,7146841,13,7
Meghalaya,South Garo Hills,2025-09,6352654,12,4
Meghalaya,South Garo Hills,2025-10,8734870,8,10
Meghalaya,South Garo Hills,2025-11,1588107,2,1
Meghalaya,South Garo Hills,2025-12,5558637,30,7
Meghalaya,South Garo Hills,NaT,61144493,147,81
Meghalaya,South West Garo Hills,2025-01,17470388,1131,1833
Meghalaya,South West Garo Hills,2025-02,6352858,27,21
Meghalaya,South West Garo Hills,2025-03,7941081,48,36
Meghalaya,South West Garo Hills,2025-04,6352863,43,25
Meghalaya,South West Garo Hills,2025-05,7146978,51,27
Meghalaya,South West Garo Hills,2025-06,4764653,5,10
Meghalaya,South West Garo Hills,2025-07,3970537,7,4
Meghalaya,South West Garo Hills,2025-08,6352872,32,23
Meghalaya,South West Garo Hills,2025-09,5558757,25,19
Meghalaya,South West Garo Hills,2025-10,7146978,97,22
Meghalaya,South West Garo Hills,2025-11,7146974,55,33
Meghalaya,South West Garo Hills,2025-12,7146978,49,34
Meghalaya,South West Garo Hills,NaT,81793133,915,343
Meghalaya,South West Khasi Hills,2025-01,16655355,1028,1040
Meghalaya,South West Khasi Hills,2025-02,5551792,24,12
Meghalaya,South West Khasi Hills,2025-03,4758673,34,14
Meghalaya,South West Khasi Hills,2025-04,4758665,23,33
Meghalaya,South West Khasi Hills,2025-05,7138017,58,20
Meghalaya,South West Khasi Hills,2025-06,4758686,29,4
Meghalaya,South West Khasi Hills,2025-07,4758665,64,10
Meghalaya,South West Khasi Hills,2025-08,6344898,22,22
Meghalaya,South West Khasi Hills,2025-09,6344911,22,32
Meghalaya,South West Khasi Hills,2025-10,7138017,56,20
Meghalaya,South West Khasi Hills,2025-11,4758673,73,42
Meghalaya,South West Khasi Hills,2025-12,6344898,40,39
Meghalaya,South West Khasi Hills,NaT,71380063,421,250
Meghalaya,West Garo Hills,2025-01,50025929,5899,21144
Meghalaya,West Garo Hills,2025-02,11911159,101,174
Meghalaya,West Garo Hills,2025-03,18263489,106,165
Meghalaya,West Garo Hills,2025-04,15881164,106,194
Meghalaya,West Garo Hills,2025-05,20645698,126,197
Meghalaya,West Garo Hills,2025-06,16675392,105,117
Meghalaya,West Garo Hills,2025-07,11116848,46,58
Meghalaya,West Garo Hills,2025-08,18263585,94,160
Meghalaya,West Garo Hills,2025-09,15881381,93,167
Meghalaya,West Garo Hills,2025-10,15087173,93,193
Meghalaya,West Garo Hills,2025-11,17469487,106,186
Meghalaya,West Garo Hills,2025-12,19057492,104,227
Meghalaya,West Garo Hills,NaT,215987240,1296,2213
Meghalaya,West Jaintia Hills,2025-01,19035353,2429,1336
Meghalaya,West Jaintia Hills,2025-02,7931391,56,20
Meghalaya,West Jaintia Hills,2025-03,8724552,100,36
Meghalaya,West Jaintia Hills,2025-04,9517712,119,36
Meghalaya,West Jaintia Hills,2025-05,7931391,116,39
Meghalaya,West Jaintia Hills,2025-06,6345132,21,9
Meghalaya,West Jaintia Hills,2025-07,5551971,25,9
Meghalaya,West Jaintia Hills,2025-08,5551970,57,19
Meghalaya,West Jaintia Hills,2025-09,7931443,77,21
Meghalaya,West Jaintia Hills,2025-10,7931401,46,24
Meghalaya,West Jaintia Hills,2025-11,6345121,41,25
Meghalaya,West Jaintia Hills,2025-12,7138282,48,16
Meghalaya,West Jaintia Hills,NaT,89624966,1167,285
Meghalaya,West Khasi Hills,2025-01,11896792,2144,2029
Meghalaya,West Khasi Hills,2025-02,3172478,32,28
Meghalaya,West Khasi Hills,2025-03,3965597,47,27
Meghalaya,West Khasi Hills,2025-04,6344957,74,58
Meghalaya,West Khasi Hills,2025-05,6344853,154,50
Meghalaya,West Khasi Hills,2025-06,3965597,33,25
Meghalaya,West Khasi Hills,2025-07,3172477,74,20
Meghalaya,West Khasi Hills,2025-08,6344844,67,46
Meghalaya,West Khasi Hills,2025-09,4758717,42,24
Meghalaya,West Khasi Hills,2025-10,3965598,34,31
Meghalaya,West Khasi Hills,2025-11,5551725,80,41
Meghalaya,West Khasi Hills,2025-12,4758717,107,47
Meghalaya,West Khasi Hills,NaT,57104587,438,302
Mizoram,Aizawl,2025-01,92345912,20173,8680
Mizoram,Aizawl,2025-02,37417377,602,114
Mizoram,Aizawl,2025-03,35028226,337,108
Mizoram,Aizawl,2025-04,34230851,389,134
Mizoram,Aizawl,2025-05,31046812,194,89
Mizoram,Aizawl,2025-06,26271194,143,50
Mizoram,Aizawl,2025-07,18309636,73,43
Mizoram,Aizawl,2025-08,30250536,134,105
Mizoram,Aizawl,2025-09,27862365,158,94
Mizoram,Aizawl,2025-10,30250700,120,93
Mizoram,Aizawl,2025-11,31047793,146,93
Mizoram,Aizawl,2025-12,31842750,166,86
Mizoram,Aizawl,NaT,417145142,3998,1355
Mizoram,Champhai,2025-01,30259902,10398,3704
Mizoram,Champhai,2025-02,11148435,73,35
Mizoram,Champhai,2025-03,8759503,56,22
Mizoram,Champhai,2025-04,9555693,57,32
Mizoram,Champhai,2025-05,7963113,47,27
Mizoram,Champhai,2025-06,8759404,35,15
Mizoram,Champhai,2025-07,7166774,27,9
Mizoram,Champhai,2025-08,7963113,62,25
Mizoram,Champhai,2025-09,7963123,19,29
Mizoram,Champhai,2025-10,9555772,27,19
Mizoram,Champhai,2025-11,10352153,27,20
Mizoram,Champhai,2025-12,8759433,45,33
Mizoram,Champhai,NaT,129798684,779,346
Mizoram,Hnahthial,2025-01,796571,0,1
Mizoram,Hnahthial,2025-02,796571,3,0
Mizoram,Hnahthial,2025-06,796571,1,0
Mizoram,Hnahthial,2025-08,1592757,0,2
Mizoram,Hnahthial,2025-10,796571,1,0
Mizoram,Hnahthial,NaT,7169139,5,4
Mizoram,Khawzawl,2025-04,796370,0,1
Mizoram,Khawzawl,NaT,5574170,6,1
Mizoram,Kolasib,2025-01,33435326,6975,2515
Mizoram,Kolasib,2025-02,13533435,99,13
Mizoram,Kolasib,2025-03,11144933,48,17
Mizoram,Kolasib,2025-04,10348911,69,28
Mizoram,Kolasib,2025-05,11941089,25,19
Mizoram,Kolasib,2025-06,9552915,29,14
Mizoram,Kolasib,2025-07,7164714,25,6
Mizoram,Kolasib,2025-08,11145001,37,28
Mizoram,Kolasib,2025-09,7961006,47,12
Mizoram,Kolasib,2025-10,8757000,21,8
Mizoram,Kolasib,2025-11,11145343,27,17
Mizoram,Kolasib,2025-12,11941125,33,19
Mizoram,Kolasib,NaT,134536633,597,203
Mizoram,Lawngtlai,2025-01,27889089,6777,3460
Mizoram,Lawngtlai,2025-02,11155491,124,31
Mizoram,Lawngtlai,2025-03,10358630,71,38
Mizoram,Lawngtlai,2025-04,8765137,109,22
Mizoram,Lawngtlai,2025-05,7171420,97,28
Mizoram,Lawngtlai,2025-06,9561858,164,50
Mizoram,Lawngtlai,2025-07,5577886,19,35
Mizoram,Lawngtlai,2025-08,9562068,54,55
Mizoram,Lawngtlai,2025-09,9561949,106,34
Mizoram,Lawngtlai,2025-10,9562080,85,38
Mizoram,Lawngtlai,2025-11,11155622,112,48
Mizoram,Lawngtlai,2025-12,10358721,134,60
Mizoram,Lawngtlai,NaT,125100708,1138,541
Mizoram,Lunglei,2025-01,35850421,9337,4384
Mizoram,Lunglei,2025-02,9559729,33,20
Mizoram,Lunglei,2025-03,13543103,36,28
Mizoram,Lunglei,2025-04,13543681,41,40
Mizoram,Lunglei,2025-05,7966797,19,12
Mizoram,Lunglei,2025-06,9560090,13,14
Mizoram,Lunglei,2025-07,7966388,14,13
Mizoram,Lunglei,2025-08,15137240,26,30
Mizoram,Lunglei,2025-09,11950288,20,19
Mizoram,Lunglei,2025-10,13543113,31,27
Mizoram,Lunglei,2025-11,15932664,23,37
Mizoram,Lunglei,2025-12,12747061,57,36
Mizoram,Lunglei,NaT,164908181,599,380
Mizoram,Mamit,2025-01,25485619,7879,1575
Mizoram,Mamit,2025-02,10353812,28,16
Mizoram,Mamit,2025-03,9557482,59,18
Mizoram,Mamit,2025-04,8760429,70,18
Mizoram,Mamit,2025-05,4778726,27,4
Mizoram,Mamit,2025-06,8760900,21,9
Mizoram,Mamit,2025-07,4778655,11,7
Mizoram,Mamit,2025-08,8760901,38,17
Mizoram,Mamit,2025-09,6371598,21,8
Mizoram,Mamit,2025-10,6371597,22,8
Mizoram,Mamit,2025-11,7964049,18,18
Mizoram,Mamit,2025-12,8760970,21,5
Mizoram,Mamit,NaT,102740649,612,185
Mizoram,Mammit,2025-01,20707005,1532,931
Mizoram,Mammit,2025-02,4778676,8,4
Mizoram,Mammit,2025-03,4778746,3,8
Mizoram,Mammit,2025-04,5574377,17,4
Mizoram,Mammit,2025-05,4778360,10,4
Mizoram,Mammit,2025-06,2389383,9,1
Mizoram,Mammit,2025-07,3185744,1,4
Mizoram,Mammit,2025-08,3982255,7,5
Mizoram,Mammit,2025-09,3981865,7,3
Mizoram,Mammit,2025-10,3185824,6,5
Mizoram,Mammit,2025-11,3982154,3,9
Mizoram,Mammit,2025-12,6371598,5,9
Mizoram,Mammit,NaT,72476667,115,147
Mizoram,Saiha,2025-01,14344278,3892,973
Mizoram,Saiha,2025-02,3984525,13,16
Mizoram,Saiha,2025-03,4781416,31,13
Mizoram,Saiha,2025-04,4781396,26,17
Mizoram,Saiha,2025-05,4781436,12,13
Mizoram,Saiha,2025-06,4781436,12,4
Mizoram,Saiha,2025-07,2390703,9,12
Mizoram,Saiha,2025-08,3187614,32,10
Mizoram,Saiha,2025-09,3984525,52,11
Mizoram,Saiha,2025-10,3984525,16,8
Mizoram,Saiha,2025-11,3984505,20,7
Mizoram,Saiha,2025-12,4781436,20,9
Mizoram,Saiha,NaT,65346212,342,186
Mizoram,Saitual,2025-01,2388783,24,29
Mizoram,Saitual,2025-02,1592522,1,1
Mizoram,Saitual,2025-03,796261,0,1
Mizoram,Saitual,2025-04,2388783,2,1
Mizoram,Saitual,2025-05,2388783,3,1
Mizoram,Saitual,2025-06,796261,0,1
Mizoram,Saitual,2025-08,1592522,2,0
Mizoram,Saitual,2025-09,796291,0,1
Mizoram,Saitual,2025-12,796261,1,0
Mizoram,Saitual,NaT,5573856,4,5
Mizoram,Serchhip,2025-01,21497692,4308,2096
Mizoram,Serchhip,2025-02,7961949,40,120
Mizoram,Serchhip,2025-03,7165952,26,35
Mizoram,Serchhip,2025-04,7962287,118,103
Mizoram,Serchhip,2025-05,3184913,6,30
Mizoram,Serchhip,2025-06,6369423,11,19
Mizoram,Serchhip,2025-07,5573421,51,15
Mizoram,Serchhip,2025-08,7165559,31,20
Mizoram,Serchhip,2025-09,7166101,20,25
Mizoram,Serchhip,2025-10,6369582,15,15
Mizoram,Serchhip,2025-11,6369587,21,15
Mizoram,Serchhip,2025-12,4777260,14,14
Mizoram,Serchhip,NaT,87583020,234,202
Nagaland,Chumukedima,2025-01,7971084,137,337
Nagaland,Chumukedima,2025-02,4782658,7,2
Nagaland,Chumukedima,2025-03,4782658,12,4
Nagaland,Chumukedima,2025-04,4782667,6,4
Nagaland,Chumukedima,2025-05,8768200,8,10
Nagaland,Chumukedima,2025-06,3985542,7,3
Nagaland,Chumukedima,2025-07,1594221,4,2
Nagaland,Chumukedima,2025-08,5579771,7,4
Nagaland,Chumukedima,2025-09,3188449,7,0
