state,district,year_month,pincode,age_0_5,age_5_17,age_18_greater
Manipur,Tamenglong,2025-08,6361090,12,26,4
Manipur,Tamenglong,2025-09,7156201,2,15,1
Manipur,Tamenglong,2025-10,6361134,13,9,0
Manipur,Tamenglong,2025-11,6361155,17,26,0
Manipur,Tamenglong,2025-12,6361124,16,21,1
Manipur,Tamenglong,NaT,126427312,204,418,16
Manipur,Thoubal,2025-01,5565938,10,10,1
Manipur,Thoubal,2025-02,10336659,24,44,0
Manipur,Thoubal,2025-03,5565864,6,14,0
Manipur,Thoubal,2025-04,4770805,10,10,0
Manipur,Thoubal,2025-05,7951319,15,21,0
Manipur,Thoubal,2025-06,8746449,13,16,0
Manipur,Thoubal,2025-07,7156181,13,22,0
Manipur,Thoubal,2025-08,7156171,9,10,0
Manipur,Thoubal,2025-09,7951271,12,20,0
Manipur,Thoubal,2025-10,7951336,15,24,0
Manipur,Thoubal,2025-11,8746426,8,14,1
Manipur,Thoubal,2025-12,8746455,13,14,1
Manipur,Thoubal,NaT,190036399,275,419,3
Manipur,Ukhrul,2025-01,2385432,1,7,0
Manipur,Ukhrul,2025-02,5566011,11,25,1
Manipur,Ukhrul,2025-03,5566010,8,14,1
Manipur,Ukhrul,2025-04,3180580,4,8,0
Manipur,Ukhrul,2025-05,3180574,13,14,0
Manipur,Ukhrul,2025-06,5566016,8,18,0
Manipur,Ukhrul,2025-07,2385431,8,3,0
Manipur,Ukhrul,2025-08,5566016,12,11,4
Manipur,Ukhrul,2025-09,6361160,14,7,0
Manipur,Ukhrul,2025-10,5565875,24,26,0
Manipur,Ukhrul,2025-11,2385428,4,11,0
Manipur,Ukhrul,2025-12,4770872,9,13,0
Manipur,Ukhrul,NaT,97802350,227,267,8
Meghalaya,East Garo Hills,2025-01,11889585,823,2679,1300
Meghalaya,East Garo Hills,2025-02,3176440,9,31,23
Meghalaya,East Garo Hills,2025-03,4753567,16,46,7
Meghalaya,East Garo Hills,2025-04,1588221,6,36,9
Meghalaya,East Garo Hills,2025-05,4742688,11,29,35
Meghalaya,East Garo Hills,2025-06,1588221,2,5,0
Meghalaya,East Garo Hills,2025-07,794111,1,0,0
Meghalaya,East Garo Hills,2025-08,3970442,8,27,11
Meghalaya,East Garo Hills,2025-09,2382329,7,21,10
Meghalaya,East Garo Hills,2025-10,4764552,2,20,13
Meghalaya,East Garo Hills,2025-11,4764554,11,26,9
Meghalaya,East Garo Hills,2025-12,4753684,5,29,22
Meghalaya,East Garo Hills,NaT,95050880,111,417,235
Meghalaya,East Jaintia Hills,2025-01,9518160,861,2016,1377
Meghalaya,East Jaintia Hills,2025-02,3172710,4,18,10
Meghalaya,East Jaintia Hills,2025-03,3172720,4,19,30
Meghalaya,East Jaintia Hills,2025-04,1586360,3,11,14
Meghalaya,East Jaintia Hills,2025-05,3172720,3,22,19
Meghalaya,East Jaintia Hills,2025-06,1586360,0,6,16
Meghalaya,East Jaintia Hills,2025-07,1586360,0,7,0
Meghalaya,East Jaintia Hills,2025-08,2379560,7,14,5
Meghalaya,East Jaintia Hills,2025-09,2379560,2,6,3
Meghalaya,East Jaintia Hills,2025-10,3172720,12,16,50
Meghalaya,East Jaintia Hills,2025-11,3172720,4,10,16
Meghalaya,East Jaintia Hills,2025-12,3965829,3,6,15
Meghalaya,East Jaintia Hills,NaT,72179278,80,203,241
Meghalaya,East Khasi Hills,2025-01,96751234,3282,12390,7016
Meghalaya,East Khasi Hills,2025-02,32514842,48,128,96
Meghalaya,East Khasi Hills,2025-03,34100772,23,62,194
Meghalaya,East Khasi Hills,2025-04,17446838,13,35,40
Meghalaya,East Khasi Hills,2025-05,37272727,44,153,93
Meghalaya,East Khasi Hills,2025-06,17446816,14,47,7
Meghalaya,East Khasi Hills,2025-07,6344312,2,12,19
Meghalaya,East Khasi Hills,2025-08,24584479,23,57,85
Meghalaya,East Khasi Hills,2025-09,25377239,27,80,55
Meghalaya,East Khasi Hills,2025-10,32514571,33,86,119
Meghalaya,East Khasi Hills,2025-11,31721446,32,58,151
Meghalaya,East Khasi Hills,2025-12,34100963,30,101,192
Meghalaya,East Khasi Hills,NaT,666155477,687,1397,1881
Meghalaya,Eastern West Khasi Hills,2025-01,1586240,0,10,0
Meghalaya,Eastern West Khasi Hills,2025-02,1586240,0,7,0
Meghalaya,Eastern West Khasi Hills,2025-03,1586240,0,6,0
Meghalaya,Eastern West Khasi Hills,2025-04,793120,0,7,0
Meghalaya,Eastern West Khasi Hills,2025-05,1586240,0,5,0
Meghalaya,Eastern West Khasi Hills,2025-06,1586240,0,11,0
Meghalaya,Eastern West Khasi Hills,2025-07,793120,0,7,0
Meghalaya,Eastern West Khasi Hills,2025-08,793119,0,1,0
Meghalaya,Eastern West Khasi Hills,2025-09,793120,0,3,0
Meghalaya,Eastern West Khasi Hills,2025-10,793120,0,5,0
Meghalaya,Eastern West Khasi Hills,2025-11,793120,0,5,0
Meghalaya,Eastern West Khasi Hills,2025-12,1586240,0,10,0
Meghalaya,Eastern West Khasi Hills,NaT,30931678,3,149,589
Meghalaya,Jaintia Hills,NaT,3172651,4,0,0
Meghalaya,Kamrup,2025-01,781131,13,71,59
Meghalaya,North Garo Hills,2025-01,12683374,298,1335,467
Meghalaya,North Garo Hills,2025-02,3959466,4,13,7
Meghalaya,North Garo Hills,2025-03,6330708,8,13,10
Meghalaya,North Garo Hills,2025-04,2382222,7,26,5
Meghalaya,North Garo Hills,2025-05,5547580,6,15,5
Meghalaya,North Garo Hills,2025-06,1577136,2,3,0
Meghalaya,North Garo Hills,2025-08,3959464,7,13,0
Meghalaya,North Garo Hills,2025-09,3959466,5,13,0
Meghalaya,North Garo Hills,2025-10,3959354,7,9,1
Meghalaya,North Garo Hills,2025-11,3959466,9,26,0
Meghalaya,North Garo Hills,2025-12,6341686,6,13,0
Meghalaya,North Garo Hills,NaT,116445000,98,375,263
Meghalaya,Ri Bhoi,2025-01,22964132,967,3854,2440
Meghalaya,Ri Bhoi,2025-02,7919110,15,26,30
Meghalaya,Ri Bhoi,2025-03,9493337,14,17,24
Meghalaya,Ri Bhoi,2025-04,5539802,6,26,17
Meghalaya,Ri Bhoi,2025-05,11079542,14,28,134
Meghalaya,Ri Bhoi,2025-06,7930964,6,15,10
Meghalaya,Ri Bhoi,2025-07,3953545,3,5,2
Meghalaya,Ri Bhoi,2025-08,8700221,10,29,19
Meghalaya,Ri Bhoi,2025-09,8712219,18,21,17
Meghalaya,Ri Bhoi,2025-10,11872652,17,23,93
Meghalaya,Ri Bhoi,2025-11,11067590,14,32,31
Meghalaya,Ri Bhoi,2025-12,7919078,19,47,19
Meghalaya,Ri Bhoi,NaT,175841968,235,475,536
Meghalaya,South Garo Hills,2025-01,19058142,432,1643,1136
Meghalaya,South Garo Hills,2025-02,3970431,11,33,25
Meghalaya,South Garo Hills,2025-03,5558636,6,26,9
Meghalaya,South Garo Hills,2025-04,3970420,3,11,22
Meghalaya,South Garo Hills,2025-05,6352648,2,23,4
Meghalaya,South Garo Hills,2025-06,3970431,2,10,0
Meghalaya,South Garo Hills,2025-08,3970322,2,23,9
Meghalaya,South Garo Hills,2025-09,3176324,7,23,16
Meghalaya,South Garo Hills,2025-10,7146748,3,26,8
Meghalaya,South Garo Hills,2025-11,7940851,8,23,8
Meghalaya,South Garo Hills,2025-12,7940862,6,42,9
Meghalaya,South Garo Hills,NaT,108788772,86,544,200
Meghalaya,South West Garo Hills,2025-01,14293950,2040,1363,675
Meghalaya,South West Garo Hills,2025-02,4764652,22,11,13
Meghalaya,South West Garo Hills,2025-03,3970546,18,10,6
Meghalaya,South West Garo Hills,2025-04,3176441,11,7,8
Meghalaya,South West Garo Hills,2025-05,4764652,26,14,7
Meghalaya,South West Garo Hills,2025-06,2382326,2,2,1
Meghalaya,South West Garo Hills,2025-08,3970546,26,18,11
Meghalaya,South West Garo Hills,2025-09,3176431,14,7,10
Meghalaya,South West Garo Hills,2025-10,3970546,20,12,10
Meghalaya,South West Garo Hills,2025-11,4764652,10,10,36
Meghalaya,South West Garo Hills,2025-12,4764649,20,14,4
Meghalaya,South West Garo Hills,NaT,87351988,208,188,102
Meghalaya,South West Khasi Hills,2025-01,11896690,587,1219,890
Meghalaya,South West Khasi Hills,2025-02,3172453,2,5,5
Meghalaya,South West Khasi Hills,2025-03,3965572,2,5,26
Meghalaya,South West Khasi Hills,2025-04,2379339,6,2,7
Meghalaya,South West Khasi Hills,2025-05,3965559,19,20,9
Meghalaya,South West Khasi Hills,2025-06,3172453,4,7,1
Meghalaya,South West Khasi Hills,2025-07,2379339,3,12,0
Meghalaya,South West Khasi Hills,2025-08,3965559,12,13,7
Meghalaya,South West Khasi Hills,2025-09,3965559,4,12,5
Meghalaya,South West Khasi Hills,2025-10,3172440,4,6,6
Meghalaya,South West Khasi Hills,2025-11,3965559,7,7,4
Meghalaya,South West Khasi Hills,2025-12,3965559,15,43,8
Meghalaya,South West Khasi Hills,NaT,86449271,124,192,146
Meghalaya,West Garo Hills,2025-01,34144970,3367,5671,3845
Meghalaya,West Garo Hills,2025-02,9528740,26,33,14
Meghalaya,West Garo Hills,2025-03,12705060,37,36,64
Meghalaya,West Garo Hills,2025-04,6352530,25,33,10
Meghalaya,West Garo Hills,2025-05,12705060,46,64,18
Meghalaya,West Garo Hills,2025-06,5558531,23,19,3
Meghalaya,West Garo Hills,2025-07,3176208,10,6,0
Meghalaya,West Garo Hills,2025-08,10322753,51,26,66
Meghalaya,West Garo Hills,2025-09,10322851,35,37,18
Meghalaya,West Garo Hills,2025-10,13499063,36,39,58
Meghalaya,West Garo Hills,2025-11,9528851,40,31,6
Meghalaya,West Garo Hills,2025-12,11116954,60,59,21
Meghalaya,West Garo Hills,NaT,254895785,789,736,417
Meghalaya,West Jaintia Hills,2025-01,15862834,1707,4544,3038
Meghalaya,West Jaintia Hills,2025-02,4758872,9,28,10
Meghalaya,West Jaintia Hills,2025-03,5551991,13,29,37
Meghalaya,West Jaintia Hills,2025-04,3965732,10,21,19
Meghalaya,West Jaintia Hills,2025-05,5551981,19,43,27
Meghalaya,West Jaintia Hills,2025-06,3172560,6,16,16
Meghalaya,West Jaintia Hills,2025-07,1586260,1,9,0
Meghalaya,West Jaintia Hills,2025-08,4758872,19,43,20
Meghalaya,West Jaintia Hills,2025-09,4758872,9,35,24
Meghalaya,West Jaintia Hills,2025-10,5551981,11,17,19
Meghalaya,West Jaintia Hills,2025-11,7138303,14,23,56
Meghalaya,West Jaintia Hills,2025-12,5551981,13,40,21
Meghalaya,West Jaintia Hills,NaT,122937288,551,788,511
Meghalaya,West Khasi Hills,2025-01,9517434,1880,7116,4004
Meghalaya,West Khasi Hills,2025-02,3160487,12,33,17
Meghalaya,West Khasi Hills,2025-03,3172478,15,47,29
Meghalaya,West Khasi Hills,2025-04,2379358,4,22,14
Meghalaya,West Khasi Hills,2025-05,3172478,21,60,26
Meghalaya,West Khasi Hills,2025-06,3172478,10,17,3
Meghalaya,West Khasi Hills,2025-07,793119,4,5,0
Meghalaya,West Khasi Hills,2025-08,2379358,8,35,21
Meghalaya,West Khasi Hills,2025-09,2379358,17,34,20
Meghalaya,West Khasi Hills,2025-10,3172478,11,27,34
Meghalaya,West Khasi Hills,2025-11,3172478,9,40,18
Meghalaya,West Khasi Hills,2025-12,4746713,12,31,148
Meghalaya,West Khasi Hills,NaT,80093066,407,711,976
Mizoram,Aizawl,2025-01,7960199,10,10,0
Mizoram,Aizawl,2025-02,13533548,39,4,1
Mizoram,Aizawl,2025-03,11940995,16,5,3
Mizoram,Aizawl,2025-04,5572082,11,6,0
Mizoram,Aizawl,2025-05,14329065,25,7,0
Mizoram,Aizawl,2025-06,10349066,17,3,2
Mizoram,Aizawl,2025-07,4776044,2,7,0
Mizoram,Aizawl,2025-08,12736813,20,6,0
Mizoram,Aizawl,2025-09,13533103,38,9,0
Mizoram,Aizawl,2025-10,13533092,36,2,0
Mizoram,Aizawl,2025-11,6368238,12,3,1
Mizoram,Aizawl,2025-12,11940391,19,9,4
Mizoram,Aizawl,NaT,259518415,517,165,50
Mizoram,Champhai,2025-01,5574235,461,160,63
Mizoram,Champhai,2025-02,4777902,12,4,0
Mizoram,Champhai,2025-03,3981592,11,4,0
Mizoram,Champhai,2025-04,3185241,13,2,0
Mizoram,Champhai,2025-05,4777843,7,4,0
Mizoram,Champhai,2025-06,2388952,1,3,0
Mizoram,Champhai,2025-07,1592631,5,1,1
Mizoram,Champhai,2025-08,3185272,7,4,0
Mizoram,Champhai,2025-09,5574163,27,11,0
Mizoram,Champhai,2025-10,3981533,5,1,0
Mizoram,Champhai,2025-11,3185202,3,0,3
Mizoram,Champhai,2025-12,3185242,10,7,0
Mizoram,Champhai,NaT,94761624,243,68,24
Mizoram,Hnahthial,NaT,1593142,2,0,0
Mizoram,Khawzawl,2025-03,796310,0,1,0
Mizoram,Khawzawl,2025-04,796310,1,0,0
Mizoram,Khawzawl,2025-06,796310,1,0,0
Mizoram,Khawzawl,2025-07,796310,1,0,0
Mizoram,Khawzawl,2025-10,796310,0,1,0
Mizoram,Khawzawl,2025-11,1592620,0,0,4
Mizoram,Khawzawl,NaT,7963280,2,5,20
Mizoram,Kolasib,2025-01,1592182,44,22,21
Mizoram,Kolasib,2025-02,5572435,5,2,2
Mizoram,Kolasib,2025-03,2388273,2,1,0
Mizoram,Kolasib,2025-05,3184343,5,0,0
Mizoram,Kolasib,2025-06,2388226,3,0,0
Mizoram,Kolasib,2025-07,2388189,1,1,3
Mizoram,Kolasib,2025-08,3980340,6,0,3
Mizoram,Kolasib,2025-09,1592162,4,1,1
Mizoram,Kolasib,2025-10,2388232,3,0,0
Mizoram,Kolasib,2025-11,3184333,6,2,0
Mizoram,Kolasib,2025-12,2388283,3,2,1
Mizoram,Kolasib,NaT,67666952,107,20,4
Mizoram,Lawngtlai,2025-01,8765129,648,166,75
Mizoram,Lawngtlai,2025-02,3984094,7,4,0
Mizoram,Lawngtlai,2025-03,3187324,7,3,1
Mizoram,Lawngtlai,2025-04,3187372,7,2,0
Mizoram,Lawngtlai,2025-05,3187362,13,3,2
Mizoram,Lawngtlai,2025-06,3187322,9,10,0
Mizoram,Lawngtlai,2025-07,796891,2,2,0
Mizoram,Lawngtlai,2025-08,4780904,13,10,1
Mizoram,Lawngtlai,2025-09,3984132,26,10,1
Mizoram,Lawngtlai,2025-10,3984132,25,21,2
Mizoram,Lawngtlai,2025-11,4780904,12,8,2
Mizoram,Lawngtlai,2025-12,5577807,15,6,0
Mizoram,Lawngtlai,NaT,92431659,380,136,13
Mizoram,Lunglei,2025-01,4780205,223,64,36
Mizoram,Lunglei,2025-02,8763648,10,2,25
Mizoram,Lunglei,2025-03,3983305,7,3,0
Mizoram,Lunglei,2025-04,796581,0,2,0
Mizoram,Lunglei,2025-05,3186673,4,1,0
Mizoram,Lunglei,2025-06,3186683,7,0,0
Mizoram,Lunglei,2025-07,1593272,4,0,0
Mizoram,Lunglei,2025-08,6373536,11,4,0
Mizoram,Lunglei,2025-09,3186544,5,1,0
Mizoram,Lunglei,2025-10,3186873,5,0,0
Mizoram,Lunglei,2025-11,5576896,31,0,1
Mizoram,Lunglei,2025-12,3186942,21,4,0
Mizoram,Lunglei,NaT,101176649,213,35,7
Mizoram,Mamit,2025-01,2389343,6,0,0
Mizoram,Mamit,2025-02,796441,0,2,0
Mizoram,Mamit,2025-03,1592872,2,2,0
Mizoram,Mamit,2025-04,2389333,4,1,0
Mizoram,Mamit,2025-05,796441,1,0,0
Mizoram,Mamit,2025-06,1592902,2,0,0
Mizoram,Mamit,2025-08,1592912,2,0,0
Mizoram,Mamit,2025-09,1592912,3,0,0
Mizoram,Mamit,2025-10,796431,1,0,0
Mizoram,Mamit,2025-12,796441,0,1,0
Mizoram,Mamit,NaT,49378886,120,21,3
Mizoram,Mammit,2025-01,796431,1,0,0
Mizoram,Mammit,2025-02,1592912,3,0,0
Mizoram,Mammit,2025-03,796441,2,0,0
Mizoram,Mammit,2025-04,796441,1,0,0
Mizoram,Mammit,2025-05,1592522,3,0,0
Mizoram,Mammit,2025-06,796431,1,0,0
Mizoram,Mammit,2025-08,796081,1,0,0
Mizoram,Mammit,2025-09,796471,1,0,0
Mizoram,Mammit,2025-10,796471,1,0,0
Mizoram,Mammit,2025-11,1592911,2,0,0
Mizoram,Mammit,2025-12,796471,1,0,0
Mizoram,Mammit,NaT,35840413,54,8,0
Mizoram,Saiha,2025-01,4781426,149,114,81
Mizoram,Saiha,2025-02,2390713,3,0,0
Mizoram,Saiha,2025-03,2390713,5,2,0
Mizoram,Saiha,2025-04,1593802,1,1,0
Mizoram,Saiha,2025-05,1593802,3,4,0
Mizoram,Saiha,2025-06,2390713,3,1,0
Mizoram,Saiha,2025-07,796901,1,0,0
Mizoram,Saiha,2025-08,1593802,4,3,0
Mizoram,Saiha,2025-09,796901,0,2,0
Mizoram,Saiha,2025-10,1593802,2,2,0
Mizoram,Saiha,2025-11,2390703,7,0,12
Mizoram,Saiha,2025-12,3187624,7,0,1
Mizoram,Saiha,NaT,59767925,189,52,8
Mizoram,Saitual,2025-01,1592522,0,1,1
Mizoram,Saitual,2025-06,796261,0,0,1
Mizoram,Saitual,2025-08,796261,0,1,0
Mizoram,Saitual,NaT,3185073,2,1,5
Mizoram,Serchhip,2025-01,1592367,9,1,1
Mizoram,Serchhip,2025-02,2388548,8,1,0
Mizoram,Serchhip,2025-03,3184709,5,3,0
Mizoram,Serchhip,2025-05,1592362,4,1,0
Mizoram,Serchhip,2025-06,1592347,1,0,1
Mizoram,Serchhip,2025-08,1592342,3,1,0
Mizoram,Serchhip,2025-09,1592342,4,1,0
Mizoram,Serchhip,2025-10,1592471,3,0,0
Mizoram,Serchhip,2025-11,796161,0,1,0
Mizoram,Serchhip,2025-12,796181,1,0,0
Mizoram,Serchhip,NaT,29458841,42,7,4
Nagaland,Chumukedima,2025-01,1594218,17,57,13
Nagaland,Chumukedima,2025-02,3985552,0,2,4
Nagaland,Chumukedima,2025-03,1594209,0,1,2
Nagaland,Chumukedima,2025-05,1594209,1,1,0
Nagaland,Chumukedima,2025-06,797106,0,1,0
Nagaland,Chumukedima,2025-07,2391324,0,1,3
Nagaland,Chumukedima,2025-08,2391334,1,2,7
Nagaland,Chumukedima,2025-09,1594221,0,2,0
Nagaland,Chumukedima,2025-10,1594222,0,1,2
Nagaland,Chumukedima,2025-11,3188446,3,1,0
Nagaland,Chumukedima,2025-12,4782655,0,3,6
Nagaland,Chumukedima,NaT,31087192,15,25,13
Nagaland,Dimapur,2025-01,13550891,766,1378,219
Nagaland,Dimapur,2025-02,6376899,10,11,1
Nagaland,Dimapur,2025-03,6376890,16,15,1
Nagaland,Dimapur,2025-04,3985560,3,11,1
Nagaland,Dimapur,2025-05,6376884,6,9,0
Nagaland,Dimapur,2025-06,6376898,6,13,0
Nagaland,Dimapur,2025-07,3188458,2,5,5
Nagaland,Dimapur,2025-08,8768219,15,18,19
Nagaland,Dimapur,2025-09,5579787,11,13,2
Nagaland,Dimapur,2025-10,5579767,10,13,2
Nagaland,Dimapur,2025-11,5581285,9,10,0
Nagaland,Dimapur,2025-12,7174000,15,13,1
Nagaland,Dimapur,NaT,154641096,249,293,25
Nagaland,Kiphire,2025-01,2395833,50,244,26
Nagaland,Kiphire,2025-02,1597222,4,9,0
Nagaland,Kiphire,2025-03,1597222,4,12,0
Nagaland,Kiphire,2025-04,798611,1,1,0
Nagaland,Kiphire,2025-05,1597222,3,14,0
Nagaland,Kiphire,2025-06,1597222,1,3,0
Nagaland,Kiphire,2025-07,798611,0,5,1
Nagaland,Kiphire,2025-08,1597222,7,13,9
Nagaland,Kiphire,2025-09,1597222,4,13,3
Nagaland,Kiphire,2025-10,1597222,7,9,0
Nagaland,Kiphire,2025-11,1597222,0,6,0
Nagaland,Kiphire,2025-12,2395842,4,12,1
Nagaland,Kiphire,NaT,40729162,78,352,12
Nagaland,Kohima,2025-01,11158349,291,564,61
Nagaland,Kohima,2025-02,7173437,8,12,2
Nagaland,Kohima,2025-03,5579120,11,25,3
Nagaland,Kohima,2025-04,3188110,3,9,0
Nagaland,Kohima,2025-05,5579327,9,12,0
Nagaland,Kohima,2025-06,2391009,4,5,0
Nagaland,Kohima,2025-07,3188111,0,0,7
Nagaland,Kohima,2025-08,6376323,5,6,16
Nagaland,Kohima,2025-09,7173335,8,21,2
Nagaland,Kohima,2025-10,6376432,10,9,1
Nagaland,Kohima,2025-11,3985114,1,13,1
Nagaland,Kohima,2025-12,2391107,2,7,1
Nagaland,Kohima,NaT,130714033,210,269,13
Nagaland,Longleng,2025-01,3194500,180,515,32
Nagaland,Longleng,2025-02,1597247,1,14,0
Nagaland,Longleng,2025-03,798625,1,4,0
Nagaland,Longleng,2025-04,798625,0,0,2
Nagaland,Longleng,2025-05,2395868,1,5,0
Nagaland,Longleng,2025-06,1597250,1,3,0
Nagaland,Longleng,2025-07,1597247,0,4,1
Nagaland,Longleng,2025-08,1597250,1,12,7
Nagaland,Longleng,2025-09,798625,1,0,0
Nagaland,Longleng,2025-10,1597250,0,5,0
Nagaland,Longleng,2025-11,1597250,0,2,0
Nagaland,Longleng,2025-12,798625,3,2,0
Nagaland,Longleng,NaT,35938081,16,70,6
Nagaland,Meluri,2025-01,797114,0,0,1
Nagaland,Meluri,2025-03,797114,0,1,0
Nagaland,Meluri,2025-09,797114,0,0,1
Nagaland,Meluri,2025-10,797114,1,3,0
Nagaland,Meluri,2025-12,1594228,0,2,0
Nagaland,Meluri,NaT,4782684,1,7,0
Nagaland,Mokokchung,2025-01,4791636,73,139,14
Nagaland,Mokokchung,2025-02,1597205,1,2,1
Nagaland,Mokokchung,2025-03,3194419,2,4,1
Nagaland,Mokokchung,2025-04,3993047,5,3,1
Nagaland,Mokokchung,2025-05,3194433,1,3,0
Nagaland,Mokokchung,2025-06,3194421,1,5,0
Nagaland,Mokokchung,2025-07,3194436,0,3,3
Nagaland,Mokokchung,2025-08,6388891,2,6,9
Nagaland,Mokokchung,2025-09,2395828,1,2,2
Nagaland,Mokokchung,2025-10,2395818,0,5,1
Nagaland,Mokokchung,2025-11,3993053,1,4,1
Nagaland,Mokokchung,2025-12,3993024,2,5,1
Nagaland,Mokokchung,NaT,80659423,43,134,9
Nagaland,Mon,2025-01,8784741,307,821,84
Nagaland,Mon,2025-02,4791672,5,15,2
Nagaland,Mon,2025-03,5590274,7,11,2
Nagaland,Mon,2025-04,3194448,4,7,1
Nagaland,Mon,2025-05,6388896,9,31,1
Nagaland,Mon,2025-06,4791672,7,17,0
Nagaland,Mon,2025-07,3993051,6,19,14
Nagaland,Mon,2025-08,4791672,15,7,17
Nagaland,Mon,2025-09,6388896,8,11,10
Nagaland,Mon,2025-10,5590274,13,10,1
Nagaland,Mon,2025-11,5590274,7,13,1
Nagaland,Mon,2025-12,5590294,16,22,3
Nagaland,Mon,NaT,126180689,214,450,35
Nagaland,Niuland,2025-03,797112,0,1,0
Nagaland,Niuland,2025-06,797116,1,0,0
Nagaland,Niuland,2025-08,797112,0,0,1
Nagaland,Niuland,2025-09,797112,1,0,0
Nagaland,Niuland,2025-11,1594228,2,3,0
Nagaland,Niuland,NaT,12753811,10,11,1
Nagaland,Noklak,2025-01,2395878,48,72,16
Nagaland,Noklak,2025-02,1597252,0,3,0
Nagaland,Noklak,2025-03,1597252,0,4,0
Nagaland,Noklak,2025-05,798626,2,5,0
Nagaland,Noklak,2025-06,798626,0,2,0
Nagaland,Noklak,2025-07,798626,0,6,2
Nagaland,Noklak,2025-08,1597252,4,5,11
Nagaland,Noklak,2025-09,1597252,1,5,0
Nagaland,Noklak,2025-10,798626,0,3,0
Nagaland,Noklak,2025-11,1597252,0,8,2
Nagaland,Noklak,2025-12,798626,0,6,1
Nagaland,Noklak,NaT,31945040,15,127,6
Nagaland,Peren,2025-01,5579761,427,707,56
Nagaland,Peren,2025-02,2391321,6,9,0
Nagaland,Peren,2025-03,1594211,1,3,0
Nagaland,Peren,2025-04,1594211,7,7,0
Nagaland,Peren,2025-05,1594211,1,1,2
Nagaland,Peren,2025-06,2391312,3,5,0
Nagaland,Peren,2025-07,1594211,0,0,8
Nagaland,Peren,2025-08,2391321,7,2,7
Nagaland,Peren,2025-09,1594220,2,1,1
Nagaland,Peren,2025-10,1594112,1,5,0
Nagaland,Peren,2025-11,2391321,5,5,1
Nagaland,Peren,2025-12,1594220,1,3,1
Nagaland,Peren,NaT,49420527,50,95,24
Nagaland,Phek,2025-01,7173967,162,275,23
Nagaland,Phek,2025-02,4782655,1,11,1
Nagaland,Phek,2025-03,3985528,5,5,0
Nagaland,Phek,2025-04,2391326,2,4,0
Nagaland,Phek,2025-05,3188436,0,16,0
Nagaland,Phek,2025-06,3188433,1,5,0
Nagaland,Phek,2025-07,797114,2,4,0
Nagaland,Phek,2025-08,5579757,22,26,2
Nagaland,Phek,2025-09,4782645,8,16,2
Nagaland,Phek,2025-10,4782654,5,14,0
Nagaland,Phek,2025-11,3188439,1,10,0
Nagaland,Phek,2025-12,2391328,8,27,0
Nagaland,Phek,NaT,103624064,92,282,11
Nagaland,Shamator,2025-01,798628,0,2,0
Nagaland,Shamator,2025-02,1597256,0,23,0
Nagaland,Shamator,2025-03,1597256,0,3,0
Nagaland,Shamator,2025-04,798628,0,8,0
Nagaland,Shamator,2025-05,1597256,0,6,0
Nagaland,Shamator,2025-06,798628,0,2,0
Nagaland,Shamator,2025-07,798628,0,3,2
Nagaland,Shamator,2025-08,1597256,0,5,4
Nagaland,Shamator,2025-09,1597256,0,4,2
Nagaland,Shamator,2025-10,798628,0,1,0
Nagaland,Shamator,2025-11,798628,1,3,0
Nagaland,Shamator,2025-12,1597256,0,3,0
Nagaland,Shamator,NaT,31945120,2,158,15
Nagaland,Tseminyu,2025-07,797109,0,0,2
Nagaland,Tseminyu,2025-09,797109,0,0,2
Nagaland,Tseminyu,2025-12,797109,0,0,1
Nagaland,Tseminyu,NaT,12753744,7,15,5
Nagaland,Tuensang,2025-01,7187532,275,689,64
Nagaland,Tuensang,2025-02,2395849,4,15,0
Nagaland,Tuensang,2025-03,3194441,3,8,1
Nagaland,Tuensang,2025-04,798612,3,6,0
Nagaland,Tuensang,2025-05,3993057,19,19,0
Nagaland,Tuensang,2025-06,2395835,2,4,0
Nagaland,Tuensang,2025-07,1597228,1,2,0
Nagaland,Tuensang,2025-08,3194466,14,16,5
Nagaland,Tuensang,2025-09,3993082,11,5,2
Nagaland,Tuensang,2025-10,3194441,4,6,0
Nagaland,Tuensang,2025-11,2395850,6,9,0
Nagaland,Tuensang,2025-12,4791693,5,6,0
Nagaland,Tuensang,NaT,91042000,165,198,12
Nagaland,Wokha,2025-01,3188433,44,195,18
Nagaland,Wokha,2025-02,2391322,3,15,0
Nagaland,Wokha,2025-03,1594222,1,3,0
Nagaland,Wokha,2025-04,797111,1,1,1
Nagaland,Wokha,2025-05,2391322,2,11,0
Nagaland,Wokha,2025-06,1594222,4,5,1
Nagaland,Wokha,2025-07,2391323,1,2,5
Nagaland,Wokha,2025-08,2391322,6,13,1
Nagaland,Wokha,2025-09,797111,2,8,0
Nagaland,Wokha,2025-10,1594222,2,3,0
Nagaland,Wokha,2025-11,797111,0,2,0
Nagaland,Wokha,2025-12,2391322,4,3,1
Nagaland,Wokha,NaT,47030920,48,149,3
Nagaland,Zunheboto,2025-01,4790215,51,288,25
Nagaland,Zunheboto,2025-02,4791706,3,18,2
Nagaland,Zunheboto,2025-03,3993105,0,6,1
Nagaland,Zunheboto,2025-04,1597221,1,6,0
Nagaland,Zunheboto,2025-05,5587312,3,13,0
Nagaland,Zunheboto,2025-06,2395859,1,9,0
Nagaland,Zunheboto,2025-07,798620,0,0,1
Nagaland,Zunheboto,2025-08,3993113,1,6,4
