state,district,year_month,pincode,demo_age_5_17,demo_age_17_
Madhya Pradesh,Gwalior,2025-06,24194274,301,1315
Madhya Pradesh,Gwalior,2025-07,25142966,168,1007
Madhya Pradesh,Gwalior,2025-08,28460893,286,1441
Madhya Pradesh,Gwalior,2025-09,29413754,270,1501
Madhya Pradesh,Gwalior,2025-10,27518683,236,1413
Madhya Pradesh,Gwalior,2025-11,34633403,285,1719
Madhya Pradesh,Gwalior,2025-12,28466964,276,1578
Madhya Pradesh,Gwalior,NaT,474435418,3037,18437
Madhya Pradesh,Harda,2025-01,7842023,1048,5275
Madhya Pradesh,Harda,2025-02,3690772,19,143
Madhya Pradesh,Harda,2025-03,4613331,31,192
Madhya Pradesh,Harda,2025-04,4151890,12,131
Madhya Pradesh,Harda,2025-05,3229551,4,56
Madhya Pradesh,Harda,2025-06,3229544,24,119
Madhya Pradesh,Harda,2025-07,4613324,20,89
Madhya Pradesh,Harda,2025-08,5997118,43,230
Madhya Pradesh,Harda,2025-09,2767581,9,80
Madhya Pradesh,Harda,2025-10,2306662,24,108
Madhya Pradesh,Harda,2025-11,6458559,38,216
Madhya Pradesh,Harda,2025-12,4613228,26,170
Madhya Pradesh,Harda,NaT,73812582,253,1807
Madhya Pradesh,Harda *,2025-01,5997164,77,739
Madhya Pradesh,Harda *,2025-02,5536140,3,47
Madhya Pradesh,Harda *,2025-03,8765395,10,67
Madhya Pradesh,Harda *,2025-04,6920250,2,54
Madhya Pradesh,Harda *,2025-05,3229471,2,10
Madhya Pradesh,Harda *,2025-06,5074641,2,29
Madhya Pradesh,Harda *,2025-07,5535923,4,31
Madhya Pradesh,Harda *,2025-08,11071906,2,90
Madhya Pradesh,Harda *,2025-09,4151920,3,35
Madhya Pradesh,Harda *,2025-10,8304148,3,62
Madhya Pradesh,Harda *,2025-11,8303679,5,58
Madhya Pradesh,Harda *,2025-12,5996984,6,60
Madhya Pradesh,Harda *,NaT,93652156,44,649
Madhya Pradesh,Hoshangabad,2025-01,16151366,630,3130
Madhya Pradesh,Hoshangabad,2025-02,11533758,35,207
Madhya Pradesh,Hoshangabad,2025-03,17998260,85,276
Madhya Pradesh,Hoshangabad,2025-04,21688918,68,340
Madhya Pradesh,Hoshangabad,2025-05,16152594,41,150
Madhya Pradesh,Hoshangabad,2025-06,15227272,61,242
Madhya Pradesh,Hoshangabad,2025-07,14304393,32,153
Madhya Pradesh,Hoshangabad,2025-08,22610576,91,362
Madhya Pradesh,Hoshangabad,2025-09,17534614,68,270
Madhya Pradesh,Hoshangabad,2025-10,19839733,63,391
Madhya Pradesh,Hoshangabad,2025-11,19843152,89,391
Madhya Pradesh,Hoshangabad,2025-12,20763400,53,382
Madhya Pradesh,Hoshangabad,NaT,295838937,802,3991
Madhya Pradesh,Indore,2025-01,68334993,15539,105888
Madhya Pradesh,Indore,2025-02,29867128,243,1920
Madhya Pradesh,Indore,2025-03,39378433,353,2749
Madhya Pradesh,Indore,2025-04,45710612,316,2410
Madhya Pradesh,Indore,2025-05,37118682,210,1653
Madhya Pradesh,Indore,2025-06,33051520,294,1979
Madhya Pradesh,Indore,2025-07,38022918,257,1871
Madhya Pradesh,Indore,2025-08,45271193,366,2854
Madhya Pradesh,Indore,2025-09,39386591,335,2101
Madhya Pradesh,Indore,2025-10,42097756,319,2584
Madhya Pradesh,Indore,2025-11,38468839,401,2649
Madhya Pradesh,Indore,2025-12,43449031,468,2966
Madhya Pradesh,Indore,NaT,701577362,4017,31945
Madhya Pradesh,Jabalpur,2025-01,48251266,5221,46598
Madhya Pradesh,Jabalpur,2025-02,29913916,121,1149
Madhya Pradesh,Jabalpur,2025-03,32327506,252,1876
Madhya Pradesh,Jabalpur,2025-04,41980913,238,2125
Madhya Pradesh,Jabalpur,2025-05,25578990,88,617
Madhya Pradesh,Jabalpur,2025-06,29432838,195,1240
Madhya Pradesh,Jabalpur,2025-07,29433881,145,1036
Madhya Pradesh,Jabalpur,2025-08,38123351,216,1937
Madhya Pradesh,Jabalpur,2025-09,38119919,174,1384
Madhya Pradesh,Jabalpur,2025-10,36192544,187,1663
Madhya Pradesh,Jabalpur,2025-11,36670729,185,1458
Madhya Pradesh,Jabalpur,2025-12,41496847,199,2008
Madhya Pradesh,Jabalpur,NaT,583865620,2092,19647
Madhya Pradesh,Jhabua,2025-01,12818643,1110,13594
Madhya Pradesh,Jhabua,2025-02,9614028,86,680
Madhya Pradesh,Jhabua,2025-03,12818532,147,1003
Madhya Pradesh,Jhabua,2025-04,15107283,104,1002
Madhya Pradesh,Jhabua,2025-05,10528581,30,414
Madhya Pradesh,Jhabua,2025-06,12360441,123,1022
Madhya Pradesh,Jhabua,2025-07,14191524,111,832
Madhya Pradesh,Jhabua,2025-08,13276843,117,1076
Madhya Pradesh,Jhabua,2025-09,13275446,181,1319
Madhya Pradesh,Jhabua,2025-10,11902002,143,1400
Madhya Pradesh,Jhabua,2025-11,14650067,151,1149
Madhya Pradesh,Jhabua,2025-12,16023588,129,1181
Madhya Pradesh,Jhabua,NaT,210125983,1465,12893
Madhya Pradesh,Katni,2025-01,18858800,3861,25547
Madhya Pradesh,Katni,2025-02,14990305,105,493
Madhya Pradesh,Katni,2025-03,17892270,240,759
Madhya Pradesh,Katni,2025-04,22727306,241,1019
Madhya Pradesh,Katni,2025-05,15956902,88,413
Madhya Pradesh,Katni,2025-06,15473179,190,680
Madhya Pradesh,Katni,2025-07,22728180,236,603
Madhya Pradesh,Katni,2025-08,22726799,235,926
Madhya Pradesh,Katni,2025-09,22245334,252,1091
Madhya Pradesh,Katni,2025-10,21277249,213,1007
Madhya Pradesh,Katni,2025-11,18858330,247,1062
Madhya Pradesh,Katni,2025-12,22241985,234,1103
Madhya Pradesh,Katni,NaT,367984647,2852,13245
Madhya Pradesh,Khandwa,2025-01,26120583,2910,7066
Madhya Pradesh,Khandwa,2025-02,16664980,50,244
Madhya Pradesh,Khandwa,2025-03,18919588,53,336
Madhya Pradesh,Khandwa,2025-04,26575472,65,290
Madhya Pradesh,Khandwa,2025-05,15312611,23,123
Madhya Pradesh,Khandwa,2025-06,17117694,62,229
Madhya Pradesh,Khandwa,2025-07,16215416,31,155
Madhya Pradesh,Khandwa,2025-08,18465938,67,276
Madhya Pradesh,Khandwa,2025-09,19367789,80,342
Madhya Pradesh,Khandwa,2025-10,21620150,60,329
Madhya Pradesh,Khandwa,2025-11,22072060,47,297
Madhya Pradesh,Khandwa,2025-12,23421534,46,317
Madhya Pradesh,Khandwa,NaT,327909767,677,3555
Madhya Pradesh,Khargone,2025-01,27071734,2893,16627
Madhya Pradesh,Khargone,2025-02,18500207,66,483
Madhya Pradesh,Khargone,2025-03,22561967,128,816
Madhya Pradesh,Khargone,2025-04,27074164,140,842
Madhya Pradesh,Khargone,2025-05,23013195,59,477
Madhya Pradesh,Khargone,2025-06,18048748,90,531
Madhya Pradesh,Khargone,2025-07,24367309,97,532
Madhya Pradesh,Khargone,2025-08,24816506,132,895
Madhya Pradesh,Khargone,2025-09,22561612,119,972
Madhya Pradesh,Khargone,2025-10,22562221,93,690
Madhya Pradesh,Khargone,2025-11,24817179,89,805
Madhya Pradesh,Khargone,2025-12,30683404,119,1006
Madhya Pradesh,Khargone,NaT,419652893,1370,10909
Madhya Pradesh,Maihar,2025-01,9714479,85,1025
Madhya Pradesh,Maihar,2025-02,11655600,2,107
Madhya Pradesh,Maihar,2025-03,9227945,9,139
Madhya Pradesh,Maihar,2025-04,10200912,2,84
Madhya Pradesh,Maihar,2025-05,7772692,3,67
Madhya Pradesh,Maihar,2025-06,9715025,6,124
Madhya Pradesh,Maihar,2025-07,9715246,2,108
Madhya Pradesh,Maihar,2025-08,10685363,6,125
Madhya Pradesh,Maihar,2025-09,11171145,7,101
Madhya Pradesh,Maihar,2025-10,14087219,2,169
Madhya Pradesh,Maihar,2025-11,10199705,3,105
Madhya Pradesh,Maihar,2025-12,9715793,10,128
Madhya Pradesh,Maihar,NaT,156413734,58,1540
Madhya Pradesh,Mandla,2025-01,34689521,8057,30403
Madhya Pradesh,Mandla,2025-02,17343458,55,530
Madhya Pradesh,Mandla,2025-03,20234638,120,740
Madhya Pradesh,Mandla,2025-04,26497488,104,786
Madhya Pradesh,Mandla,2025-05,19751627,52,336
Madhya Pradesh,Mandla,2025-06,19271196,110,643
Madhya Pradesh,Mandla,2025-07,21678754,77,448
Madhya Pradesh,Mandla,2025-08,22642215,104,758
Madhya Pradesh,Mandla,2025-09,20232858,86,589
Madhya Pradesh,Mandla,2025-10,27940785,110,956
Madhya Pradesh,Mandla,2025-11,22642739,83,743
Madhya Pradesh,Mandla,2025-12,24087830,105,751
Madhya Pradesh,Mandla,NaT,377220682,1308,8927
Madhya Pradesh,Mandsaur,2025-01,37602276,7234,26248
Madhya Pradesh,Mandsaur,2025-02,18345697,70,545
Madhya Pradesh,Mandsaur,2025-03,27057722,149,811
Madhya Pradesh,Mandsaur,2025-04,25224056,98,727
Madhya Pradesh,Mandsaur,2025-05,20179711,59,410
Madhya Pradesh,Mandsaur,2025-06,20179617,121,535
Madhya Pradesh,Mandsaur,2025-07,23848996,70,541
Madhya Pradesh,Mandsaur,2025-08,28435481,144,942
Madhya Pradesh,Mandsaur,2025-09,23389558,147,644
Madhya Pradesh,Mandsaur,2025-10,31644109,142,914
Madhya Pradesh,Mandsaur,2025-11,25683147,112,724
Madhya Pradesh,Mandsaur,2025-12,27976912,156,888
Madhya Pradesh,Mandsaur,NaT,440726081,1606,10018
Madhya Pradesh,Mauganj,2025-01,8752949,49,987
Madhya Pradesh,Mauganj,2025-02,8752961,3,87
Madhya Pradesh,Mauganj,2025-03,14101590,6,207
Madhya Pradesh,Mauganj,2025-04,11184857,9,83
Madhya Pradesh,Mauganj,2025-05,11671188,5,92
Madhya Pradesh,Mauganj,2025-06,10697872,6,125
Madhya Pradesh,Mauganj,2025-07,7294384,3,109
Madhya Pradesh,Mauganj,2025-08,12156017,1,95
Madhya Pradesh,Mauganj,2025-09,10698956,7,133
Madhya Pradesh,Mauganj,2025-10,12643427,11,162
Madhya Pradesh,Mauganj,2025-11,11184431,0,118
Madhya Pradesh,Mauganj,2025-12,15074254,8,143
Madhya Pradesh,Mauganj,NaT,185270967,61,1576
Madhya Pradesh,Morena,2025-01,25238521,10010,62743
Madhya Pradesh,Morena,2025-02,12382705,128,862
Madhya Pradesh,Morena,2025-03,16668008,328,1499
Madhya Pradesh,Morena,2025-04,20001785,263,1731
Madhya Pradesh,Morena,2025-05,15714798,128,655
Madhya Pradesh,Morena,2025-06,12857324,232,1137
Madhya Pradesh,Morena,2025-07,17144013,182,901
Madhya Pradesh,Morena,2025-08,16192441,240,1351
Madhya Pradesh,Morena,2025-09,19050360,210,1209
Madhya Pradesh,Morena,2025-10,19526173,214,1340
Madhya Pradesh,Morena,2025-11,17620684,260,1493
Madhya Pradesh,Morena,2025-12,18573326,258,1753
Madhya Pradesh,Morena,NaT,302410406,2628,18662
Madhya Pradesh,Narmadapuram,2025-01,15225204,263,1814
Madhya Pradesh,Narmadapuram,2025-02,10612191,12,111
Madhya Pradesh,Narmadapuram,2025-03,13843855,9,159
Madhya Pradesh,Narmadapuram,2025-04,17534933,12,127
Madhya Pradesh,Narmadapuram,2025-05,7844973,1,81
Madhya Pradesh,Narmadapuram,2025-06,11074745,8,100
Madhya Pradesh,Narmadapuram,2025-07,16611829,8,161
Madhya Pradesh,Narmadapuram,2025-08,14766730,9,92
Madhya Pradesh,Narmadapuram,2025-09,15686219,18,147
Madhya Pradesh,Narmadapuram,2025-10,14766074,10,124
Madhya Pradesh,Narmadapuram,2025-11,14303761,7,182
Madhya Pradesh,Narmadapuram,2025-12,18455091,9,194
Madhya Pradesh,Narmadapuram,NaT,248718227,123,2128
Madhya Pradesh,Narsimhapur,2025-01,16571822,38,655
Madhya Pradesh,Narsimhapur,2025-02,13158745,7,110
Madhya Pradesh,Narsimhapur,2025-03,17545296,7,141
Madhya Pradesh,Narsimhapur,2025-04,23393840,10,186
Madhya Pradesh,Narsimhapur,2025-05,10721852,8,36
Madhya Pradesh,Narsimhapur,2025-06,17058057,16,140
Madhya Pradesh,Narsimhapur,2025-07,9258114,3,62
Madhya Pradesh,Narsimhapur,2025-08,14622725,13,109
Madhya Pradesh,Narsimhapur,2025-09,16084278,8,107
Madhya Pradesh,Narsimhapur,2025-10,23882053,17,233
Madhya Pradesh,Narsimhapur,2025-11,21444285,16,187
Madhya Pradesh,Narsimhapur,2025-12,20470488,20,218
Madhya Pradesh,Narsimhapur,NaT,265615762,135,1804
Madhya Pradesh,Narsinghpur,2025-01,26318945,2052,11449
Madhya Pradesh,Narsinghpur,2025-02,19494726,57,346
Madhya Pradesh,Narsinghpur,2025-03,23881493,86,418
Madhya Pradesh,Narsinghpur,2025-04,28756913,85,455
Madhya Pradesh,Narsinghpur,2025-05,18520494,48,214
Madhya Pradesh,Narsinghpur,2025-06,20958376,83,379
Madhya Pradesh,Narsinghpur,2025-07,22906723,66,324
Madhya Pradesh,Narsinghpur,2025-08,22907614,101,489
Madhya Pradesh,Narsinghpur,2025-09,26323216,85,419
Madhya Pradesh,Narsinghpur,2025-10,26319793,100,524
Madhya Pradesh,Narsinghpur,2025-11,22421157,77,508
Madhya Pradesh,Narsinghpur,2025-12,28269908,108,607
Madhya Pradesh,Narsinghpur,NaT,400589001,989,6128
Madhya Pradesh,Neemuch,2025-01,27038296,3080,19272
Madhya Pradesh,Neemuch,2025-02,12375119,48,354
Madhya Pradesh,Neemuch,2025-03,16957055,81,410
Madhya Pradesh,Neemuch,2025-04,18789502,71,566
Madhya Pradesh,Neemuch,2025-05,14664231,27,215
Madhya Pradesh,Neemuch,2025-06,14665084,112,445
Madhya Pradesh,Neemuch,2025-07,18789048,57,318
Madhya Pradesh,Neemuch,2025-08,21539606,155,730
Madhya Pradesh,Neemuch,2025-09,19247589,107,563
Madhya Pradesh,Neemuch,2025-10,22914620,134,676
Madhya Pradesh,Neemuch,2025-11,17413801,83,442
Madhya Pradesh,Neemuch,2025-12,20622793,117,589
Madhya Pradesh,Neemuch,NaT,320337099,1142,7182
Madhya Pradesh,Niwari,2025-01,8503168,71,496
Madhya Pradesh,Niwari,2025-02,6613187,1,27
Madhya Pradesh,Niwari,2025-03,7557780,3,48
Madhya Pradesh,Niwari,2025-04,7557963,1,45
Madhya Pradesh,Niwari,2025-05,6613188,2,24
Madhya Pradesh,Niwari,2025-06,8502850,4,52
Madhya Pradesh,Niwari,2025-07,8030202,1,49
Madhya Pradesh,Niwari,2025-08,10864352,10,59
Madhya Pradesh,Niwari,2025-09,8974570,2,43
Madhya Pradesh,Niwari,2025-10,11809330,7,62
Madhya Pradesh,Niwari,2025-11,9919994,6,49
Madhya Pradesh,Niwari,2025-12,12281385,1,72
Madhya Pradesh,Niwari,NaT,124705715,45,559
Madhya Pradesh,Pandhurna,2025-01,3361653,1,12
Madhya Pradesh,Pandhurna,2025-02,4801756,0,15
Madhya Pradesh,Pandhurna,2025-03,5762885,1,34
Madhya Pradesh,Pandhurna,2025-04,6723086,1,22
Madhya Pradesh,Pandhurna,2025-05,4322102,3,12
Madhya Pradesh,Pandhurna,2025-06,5282317,2,23
Madhya Pradesh,Pandhurna,2025-07,8163884,3,30
Madhya Pradesh,Pandhurna,2025-08,5282545,2,28
Madhya Pradesh,Pandhurna,2025-09,11045667,5,46
Madhya Pradesh,Pandhurna,2025-10,11046108,5,40
Madhya Pradesh,Pandhurna,2025-11,7683754,2,31
Madhya Pradesh,Pandhurna,2025-12,11045875,5,54
Madhya Pradesh,Pandhurna,NaT,110449921,30,414
Madhya Pradesh,Panna,2025-01,23433755,2561,20487
Madhya Pradesh,Panna,2025-02,13672456,87,649
Madhya Pradesh,Panna,2025-03,15136243,146,817
Madhya Pradesh,Panna,2025-04,17576817,135,793
Madhya Pradesh,Panna,2025-05,16114254,57,403
Madhya Pradesh,Panna,2025-06,15136700,120,618
Madhya Pradesh,Panna,2025-07,15624443,98,416
Madhya Pradesh,Panna,2025-08,18537293,130,922
Madhya Pradesh,Panna,2025-09,15624439,96,647
Madhya Pradesh,Panna,2025-10,19529373,125,1022
Madhya Pradesh,Panna,2025-11,20018021,114,784
Madhya Pradesh,Panna,2025-12,17089079,119,784
Madhya Pradesh,Panna,NaT,278780178,1196,9499
Madhya Pradesh,Raisen,2025-01,36232430,3464,18577
Madhya Pradesh,Raisen,2025-02,24165909,120,681
Madhya Pradesh,Raisen,2025-03,23231650,137,728
Madhya Pradesh,Raisen,2025-04,27411588,137,877
Madhya Pradesh,Raisen,2025-05,16259192,37,248
Madhya Pradesh,Raisen,2025-06,24159139,130,567
Madhya Pradesh,Raisen,2025-07,20904400,76,421
Madhya Pradesh,Raisen,2025-08,26484391,144,892
Madhya Pradesh,Raisen,2025-09,19520043,107,521
Madhya Pradesh,Raisen,2025-10,29269824,163,1035
Madhya Pradesh,Raisen,2025-11,25089560,132,846
Madhya Pradesh,Raisen,2025-12,26020102,142,916
Madhya Pradesh,Raisen,NaT,409336061,1385,10330
Madhya Pradesh,Rajgarh,2025-01,29337835,4429,18472
Madhya Pradesh,Rajgarh,2025-02,17230198,101,389
Madhya Pradesh,Rajgarh,2025-03,20024322,173,684
Madhya Pradesh,Rajgarh,2025-04,20024252,132,663
Madhya Pradesh,Rajgarh,2025-05,21421268,75,434
Madhya Pradesh,Rajgarh,2025-06,16298812,126,553
Madhya Pradesh,Rajgarh,2025-07,20024263,102,477
Madhya Pradesh,Rajgarh,2025-08,17230191,138,638
Madhya Pradesh,Rajgarh,2025-09,21421303,164,668
Madhya Pradesh,Rajgarh,2025-10,22352715,159,805
Madhya Pradesh,Rajgarh,2025-11,21887003,164,675
Madhya Pradesh,Rajgarh,2025-12,20955621,197,814
Madhya Pradesh,Rajgarh,NaT,358109503,1543,9505
Madhya Pradesh,Ratlam,2025-01,30177471,8346,48466
Madhya Pradesh,Ratlam,2025-02,13719565,84,575
Madhya Pradesh,Ratlam,2025-03,20122147,160,870
Madhya Pradesh,Ratlam,2025-04,19206181,97,769
Madhya Pradesh,Ratlam,2025-05,16004828,50,368
Madhya Pradesh,Ratlam,2025-06,16462595,131,760
Madhya Pradesh,Ratlam,2025-07,18748839,85,478
Madhya Pradesh,Ratlam,2025-08,21035624,183,1100
Madhya Pradesh,Ratlam,2025-09,16919510,154,860
Madhya Pradesh,Ratlam,2025-10,23322833,154,1103
Madhya Pradesh,Ratlam,2025-11,19207045,105,903
Madhya Pradesh,Ratlam,2025-12,21035734,135,1095
Madhya Pradesh,Ratlam,NaT,327884042,1367,11025
Madhya Pradesh,Rewa,2025-01,54464591,3877,31342
Madhya Pradesh,Rewa,2025-02,32093695,129,1160
Madhya Pradesh,Rewa,2025-03,40362776,299,1685
Madhya Pradesh,Rewa,2025-04,48627560,273,1704
Madhya Pradesh,Rewa,2025-05,38415394,129,755
Madhya Pradesh,Rewa,2025-06,34526160,222,1383
Madhya Pradesh,Rewa,2025-07,42306722,232,1299
Madhya Pradesh,Rewa,2025-08,44249851,231,1955
Madhya Pradesh,Rewa,2025-09,41333571,260,1638
Madhya Pradesh,Rewa,2025-10,53489232,322,2192
Madhya Pradesh,Rewa,2025-11,45709852,275,1875
Madhya Pradesh,Rewa,2025-12,44251723,275,2069
Madhya Pradesh,Rewa,NaT,761030340,2898,24655
Madhya Pradesh,Sagar,2025-01,52189105,5710,45248
Madhya Pradesh,Sagar,2025-02,31973052,150,1276
Madhya Pradesh,Sagar,2025-03,32443274,162,1150
Madhya Pradesh,Sagar,2025-04,42316997,182,1539
Madhya Pradesh,Sagar,2025-05,30092924,86,636
Madhya Pradesh,Sagar,2025-06,31031555,177,1062
Madhya Pradesh,Sagar,2025-07,35733015,142,908
Madhya Pradesh,Sagar,2025-08,39013597,224,1617
Madhya Pradesh,Sagar,2025-09,40437020,205,1375
Madhya Pradesh,Sagar,2025-10,39965384,216,1632
Madhya Pradesh,Sagar,2025-11,39025310,208,1581
Madhya Pradesh,Sagar,2025-12,38555067,194,1513
Madhya Pradesh,Sagar,NaT,638980046,2218,18466
Madhya Pradesh,Satna,2025-01,50975328,7001,40797
Madhya Pradesh,Satna,2025-02,28158069,164,1220
Madhya Pradesh,Satna,2025-03,35923596,224,1413
Madhya Pradesh,Satna,2025-04,43693032,234,1533
Madhya Pradesh,Satna,2025-05,34466939,100,660
Madhya Pradesh,Satna,2025-06,34467599,236,1396
Madhya Pradesh,Satna,2025-07,35924901,159,962
Madhya Pradesh,Satna,2025-08,35440239,189,1694
Madhya Pradesh,Satna,2025-09,36408519,185,1507
Madhya Pradesh,Satna,2025-10,39810698,190,1657
Madhya Pradesh,Satna,2025-11,39807797,171,1658
Madhya Pradesh,Satna,2025-12,39322945,224,1605
Madhya Pradesh,Satna,NaT,662172489,2620,19254
Madhya Pradesh,Sehore,2025-01,34036218,2927,12798
Madhya Pradesh,Sehore,2025-02,17718362,45,256
Madhya Pradesh,Sehore,2025-03,26112870,97,493
Madhya Pradesh,Sehore,2025-04,27045831,67,440
Madhya Pradesh,Sehore,2025-05,18652721,43,250
Madhya Pradesh,Sehore,2025-06,20984035,85,317
Madhya Pradesh,Sehore,2025-07,20050505,55,324
Madhya Pradesh,Sehore,2025-08,27978746,90,519
Madhya Pradesh,Sehore,2025-09,21916580,51,390
Madhya Pradesh,Sehore,2025-10,27044796,73,505
Madhya Pradesh,Sehore,2025-11,26579143,46,474
Madhya Pradesh,Sehore,2025-12,27978282,86,525
Madhya Pradesh,Sehore,NaT,430396327,901,6012
Madhya Pradesh,Seoni,2025-01,39913613,7588,41417
Madhya Pradesh,Seoni,2025-02,19235910,77,731
Madhya Pradesh,Seoni,2025-03,23082559,149,909
Madhya Pradesh,Seoni,2025-04,25968068,169,943
Madhya Pradesh,Seoni,2025-05,19235227,81,444
Madhya Pradesh,Seoni,2025-06,21159340,130,808
Madhya Pradesh,Seoni,2025-07,23564763,106,597
Madhya Pradesh,Seoni,2025-08,25005867,199,1267
Madhya Pradesh,Seoni,2025-09,15870272,80,640
Madhya Pradesh,Seoni,2025-10,25967729,185,1219
Madhya Pradesh,Seoni,2025-11,24525533,129,985
Madhya Pradesh,Seoni,2025-12,24044860,126,1025
Madhya Pradesh,Seoni,NaT,418372018,1745,12534
Madhya Pradesh,Shahdol,2025-01,31004475,4437,28894
Madhya Pradesh,Shahdol,2025-02,17439749,79,658
Madhya Pradesh,Shahdol,2025-03,20831066,112,811
Madhya Pradesh,Shahdol,2025-04,25674829,113,837
Madhya Pradesh,Shahdol,2025-05,15986199,48,336
Madhya Pradesh,Shahdol,2025-06,23736522,121,764
Madhya Pradesh,Shahdol,2025-07,22765791,58,413
Madhya Pradesh,Shahdol,2025-08,23251758,101,887
Madhya Pradesh,Shahdol,2025-09,21800614,106,808
Madhya Pradesh,Shahdol,2025-10,26159715,114,816
Madhya Pradesh,Shahdol,2025-11,24707406,79,809
Madhya Pradesh,Shahdol,2025-12,24706846,78,917
Madhya Pradesh,Shahdol,NaT,381731724,1345,11036
Madhya Pradesh,Shajapur,2025-01,32560343,2041,11593
Madhya Pradesh,Shajapur,2025-02,21859692,65,437
Madhya Pradesh,Shajapur,2025-03,29312397,93,685
Madhya Pradesh,Shajapur,2025-04,30708440,110,702
Madhya Pradesh,Shajapur,2025-05,21867094,37,221
Madhya Pradesh,Shajapur,2025-06,26047154,109,601
Madhya Pradesh,Shajapur,2025-07,26977662,62,391
Madhya Pradesh,Shajapur,2025-08,32551279,158,777
Madhya Pradesh,Shajapur,2025-09,27916387,92,659
Madhya Pradesh,Shajapur,2025-10,29313711,81,633
Madhya Pradesh,Shajapur,2025-11,30242180,95,590
Madhya Pradesh,Shajapur,2025-12,34895848,125,850
Madhya Pradesh,Shajapur,NaT,490739127,1247,8771
Madhya Pradesh,Sheopur,2025-01,10003101,3447,20777
Madhya Pradesh,Sheopur,2025-02,4287036,31,295
Madhya Pradesh,Sheopur,2025-03,6668780,52,354
Madhya Pradesh,Sheopur,2025-04,8574116,80,664
Madhya Pradesh,Sheopur,2025-05,6192408,32,242
Madhya Pradesh,Sheopur,2025-06,5716051,66,398
Madhya Pradesh,Sheopur,2025-07,8574080,70,444
Madhya Pradesh,Sheopur,2025-08,8097763,134,658
Madhya Pradesh,Sheopur,2025-09,7145085,88,486
Madhya Pradesh,Sheopur,2025-10,9526789,109,765
Madhya Pradesh,Sheopur,2025-11,7621429,85,564
Madhya Pradesh,Sheopur,2025-12,8574079,85,810
Madhya Pradesh,Sheopur,NaT,124801006,1021,7049
Madhya Pradesh,Shivpuri,2025-01,31271670,3950,31717
Madhya Pradesh,Shivpuri,2025-02,19899089,82,793
Madhya Pradesh,Shivpuri,2025-03,23693918,145,1153
Madhya Pradesh,Shivpuri,2025-04,29380639,182,1467
Madhya Pradesh,Shivpuri,2025-05,20848138,49,459
Madhya Pradesh,Shivpuri,2025-06,19426325,101,835
Madhya Pradesh,Shivpuri,2025-07,24164773,88,738
Madhya Pradesh,Shivpuri,2025-08,25110319,218,1614
Madhya Pradesh,Shivpuri,2025-09,23692984,158,1321
Madhya Pradesh,Shivpuri,2025-10,28911948,144,1332
Madhya Pradesh,Shivpuri,2025-11,28426733,196,1494
Madhya Pradesh,Shivpuri,2025-12,27955740,173,1557
Madhya Pradesh,Shivpuri,NaT,439714298,1830,17134
Madhya Pradesh,Sidhi,2025-01,18008914,3224,24443
Madhya Pradesh,Sidhi,2025-02,10708848,78,802
Madhya Pradesh,Sidhi,2025-03,14602415,133,833
Madhya Pradesh,Sidhi,2025-04,13628841,124,933
Madhya Pradesh,Sidhi,2025-05,13142509,59,497
Madhya Pradesh,Sidhi,2025-06,10221736,118,891
Madhya Pradesh,Sidhi,2025-07,14602390,80,522
Madhya Pradesh,Sidhi,2025-08,17036292,171,1403
Madhya Pradesh,Sidhi,2025-09,11682530,88,726
Madhya Pradesh,Sidhi,2025-10,14115608,119,1197
Madhya Pradesh,Sidhi,2025-11,13142516,107,941
Madhya Pradesh,Sidhi,2025-12,15089941,109,1107
Madhya Pradesh,Sidhi,NaT,250676563,1566,13822
Madhya Pradesh,Singrauli,2025-01,21421004,5264,25208
Madhya Pradesh,Singrauli,2025-02,12658195,69,492
Madhya Pradesh,Singrauli,2025-03,14118833,177,961
Madhya Pradesh,Singrauli,2025-04,17526828,117,913
Madhya Pradesh,Singrauli,2025-05,18013483,124,757
Madhya Pradesh,Singrauli,2025-06,14118410,117,697
Madhya Pradesh,Singrauli,2025-07,20447491,137,713
Madhya Pradesh,Singrauli,2025-08,20934398,158,995
Madhya Pradesh,Singrauli,2025-09,17526408,130,734
Madhya Pradesh,Singrauli,2025-10,18500609,150,1062
Madhya Pradesh,Singrauli,2025-11,18987274,158,956
Madhya Pradesh,Singrauli,2025-12,19473814,173,1175
Madhya Pradesh,Singrauli,NaT,304763843,1967,13300
Madhya Pradesh,Tikamgarh,2025-01,34000059,4718,20721
Madhya Pradesh,Tikamgarh,2025-02,21249572,144,724
Madhya Pradesh,Tikamgarh,2025-03,23611943,176,927
Madhya Pradesh,Tikamgarh,2025-04,27389492,156,1064
Madhya Pradesh,Tikamgarh,2025-05,25028210,76,451
Madhya Pradesh,Tikamgarh,2025-06,21251125,128,767
Madhya Pradesh,Tikamgarh,2025-07,22194367,93,572
Madhya Pradesh,Tikamgarh,2025-08,23612364,176,1195
Madhya Pradesh,Tikamgarh,2025-09,21250750,134,816
Madhya Pradesh,Tikamgarh,2025-10,29277408,194,1163
Madhya Pradesh,Tikamgarh,2025-11,26446488,187,978
Madhya Pradesh,Tikamgarh,2025-12,25028198,136,1061
Madhya Pradesh,Tikamgarh,NaT,431183781,1723,12688
Madhya Pradesh,Ujjain,2025-01,36049579,6019,36760
Madhya Pradesh,Ujjain,2025-02,26470663,128,874
