state,district,year_month,pincode,bio_age_5_17,bio_age_17_,month,pincode_lag_1,pincode_lag_2,pincode_lag_12,bio_age_5_17_lag_1,bio_age_5_17_lag_2,bio_age_5_17_lag_12,bio_age_17__lag_1,bio_age_17__lag_2,bio_age_17__lag_12,pincode_roll_3,pincode_roll_6,bio_age_5_17_roll_3,bio_age_5_17_roll_6,bio_age_17__roll_3,bio_age_17__roll_6,pincode_growth,bio_age_5_17_growth,bio_age_17__growth
Kerala,Pathanamthitta,2025-06-01,151728462,275,470,6.0,126903975.0,137935987.0,,135.0,230.0,,429.0,416.0,,138856141.33333334,203111661.0,213.33333333333334,2385.1666666666665,438.3333333333333,4896.0,0.1956163075270101,1.0370370370370372,0.09557109557109555
Kerala,Pathanamthitta,2025-07-01,112421770,188,340,7.0,151728462.0,126903975.0,,275.0,135.0,,470.0,429.0,,130351402.33333333,148742580.5,199.33333333333334,245.5,413.0,441.1666666666667,-0.25905945055977697,-0.3163636363636364,-0.276595744680851
Kerala,Pathanamthitta,2025-08-01,197939395,455,631,8.0,112421770.0,151728462.0,,188.0,275.0,,340.0,470.0,,154029875.66666666,148627340.16666666,306.0,255.33333333333334,480.3333333333333,458.8333333333333,0.760685630550026,1.4202127659574466,0.8558823529411765
Kerala,Pathanamthitta,2025-09-01,146212058,320,302,9.0,197939395.0,112421770.0,,455.0,188.0,,631.0,340.0,,152191074.33333334,145523607.83333334,321.0,267.1666666666667,424.3333333333333,431.3333333333333,-0.26132916592980393,-0.29670329670329665,-0.5213946117274169
Kerala,Pathanamthitta,2025-10-01,155879534,201,468,10.0,146212058.0,197939395.0,,320.0,455.0,,302.0,631.0,,166676995.66666666,148514199.0,325.3333333333333,262.3333333333333,467.0,440.0,0.06611955355966614,-0.37187499999999996,0.5496688741721854
Kerala,Pathanamthitta,2025-11-01,159316777,205,541,11.0,155879534.0,146212058.0,,201.0,320.0,,468.0,302.0,,153802789.66666666,153916332.66666666,242.0,274.0,437.0,458.6666666666667,0.022050636871932205,0.01990049751243772,0.15598290598290587
Kerala,Pathanamthitta,2025-12-01,187595303,256,629,12.0,159316777.0,155879534.0,,205.0,201.0,,541.0,468.0,,167597204.66666666,159894139.5,220.66666666666666,270.8333333333333,546.0,485.1666666666667,0.17749873260366034,0.24878048780487805,0.16266173752310542
Kerala,Pathanamthitta,,2297425043,4120,7027,,187595303.0,159316777.0,438636253.0,256.0,205.0,13026.0,629.0,541.0,27069.0,881445707.6666666,524061351.6666667,1527.0,926.1666666666666,2732.3333333333335,1599.6666666666667,11.246708772873701,15.09375,10.171701112877583
Kerala,Thiruvananthapuram,2025-01-01,597967292,37868,64480,1.0,,,,,,,,,,,,,,,,,,
Kerala,Thiruvananthapuram,2025-02-01,260046186,1042,1203,2.0,597967292.0,,,37868.0,,,64480.0,,,,,,,,,-0.5651163709469247,-0.972483363261857,-0.9813430521091812
Kerala,Thiruvananthapuram,2025-03-01,230148210,658,1121,3.0,260046186.0,597967292.0,,1042.0,37868.0,,1203.0,64480.0,,362720562.6666667,,13189.333333333334,,22268.0,,-0.11497179197236906,-0.3685220729366603,-0.06816292601828766
Kerala,Thiruvananthapuram,2025-04-01,194685598,457,1032,4.0,230148210.0,260046186.0,,658.0,1042.0,,1121.0,1203.0,,228293331.33333334,,719.0,,1118.6666666666667,,-0.15408597790093614,-0.30547112462006076,-0.07939339875111506
Kerala,Thiruvananthapuram,2025-05-01,175909633,369,969,5.0,194685598.0,230148210.0,,457.0,658.0,,1032.0,1121.0,,200247813.66666666,,494.6666666666667,,1040.6666666666667,,-0.09644249596726717,-0.19256017505470457,-0.061046511627906974
Kerala,Thiruvananthapuram,2025-06-01,190515252,622,1097,6.0,175909633.0,194685598.0,,369.0,457.0,,969.0,1032.0,,187036827.66666666,274878695.1666667,482.6666666666667,6836.0,1032.6666666666667,11650.333333333334,0.08302910278938502,0.6856368563685638,0.13209494324045412
Kerala,Thiruvananthapuram,2025-07-01,155749422,326,668,7.0,190515252.0,175909633.0,,622.0,369.0,,1097.0,969.0,,174058102.33333334,201175716.83333334,439.0,579.0,911.3333333333334,1015.0,-0.18248318512577666,-0.4758842443729904,-0.39106654512306294
Kerala,Thiruvananthapuram,2025-08-01,260043058,936,1505,8.0,155749422.0,190515252.0,,326.0,622.0,,668.0,1097.0,,202102577.33333334,201175195.5,628.0,561.3333333333334,1090.0,1065.3333333333333,0.6696245460223924,1.871165644171779,1.2529940119760479
Kerala,Thiruvananthapuram,2025-09-01,219717297,563,907,9.0,260043058.0,155749422.0,,936.0,326.0,,1505.0,668.0,,211836592.33333334,199436710.0,608.3333333333334,545.5,1026.6666666666667,1029.6666666666667,-0.1550733994214143,-0.39850427350427353,-0.3973421926910299
Kerala,Thiruvananthapuram,2025-10-01,224584855,603,1027,10.0,219717297.0,260043058.0,,563.0,936.0,,907.0,1505.0,,234781736.66666666,204419919.5,700.6666666666666,569.8333333333334,1146.3333333333333,1028.8333333333333,0.02215373148341615,0.07104795737122549,0.13230429988974635
Kerala,Thiruvananthapuram,2025-11-01,225977072,628,1225,11.0,224584855.0,219717297.0,,603.0,563.0,,1027.0,907.0,,223426408.0,212764492.66666666,598.0,613.0,1053.0,1071.5,0.006199068944341857,0.041459369817578695,0.19279454722492706
Kerala,Thiruvananthapuram,2025-12-01,244745937,770,1388,12.0,225977072.0,224584855.0,,628.0,603.0,,1225.0,1027.0,,231769288.0,221802940.16666666,667.0,637.6666666666666,1213.3333333333333,1120.0,0.08305650141355936,0.22611464968152872,0.13306122448979596
Kerala,Thiruvananthapuram,,3217197967,10879,16474,,244745937.0,225977072.0,597967292.0,770.0,628.0,37868.0,1388.0,1225.0,64480.0,1229306992.0,732044364.3333334,4092.3333333333335,2396.5,6362.333333333333,3754.3333333333335,12.145051584656132,13.128571428571428,10.868876080691642
Kerala,Thrissur,2025-01-01,784556240,43027,54126,1.0,,,,,,,,,,,,,,,,,,
Kerala,Thrissur,2025-02-01,325251040,1082,1656,2.0,784556240.0,,,43027.0,,,54126.0,,,,,,,,,-0.5854331105696132,-0.9748529992795222,-0.9694047223145993
Kerala,Thrissur,2025-03-01,290546144,669,1357,3.0,325251040.0,784556240.0,,1082.0,43027.0,,1656.0,54126.0,,466784474.6666667,,14926.0,,19046.333333333332,,-0.10670187557278832,-0.3817005545286506,-0.18055555555555558
Kerala,Thrissur,2025-04-01,236792477,337,1124,4.0,290546144.0,325251040.0,,669.0,1082.0,,1357.0,1656.0,,284196553.6666667,,696.0,,1379.0,,-0.18500905315749083,-0.4962630792227205,-0.1717022844509949
Kerala,Thrissur,2025-05-01,223179296,349,1051,5.0,236792477.0,290546144.0,,337.0,669.0,,1124.0,1357.0,,250172639.0,,451.6666666666667,,1177.3333333333333,,-0.05748992186098889,0.035608308605341144,-0.06494661921708189
Kerala,Thrissur,2025-06-01,216379360,544,1059,6.0,223179296.0,236792477.0,,349.0,337.0,,1051.0,1124.0,,225450377.66666666,346117426.1666667,410.0,7668.0,1078.0,10062.166666666666,-0.030468489335139792,0.5587392550143266,0.007611798287345373
Kerala,Thrissur,2025-07-01,176917479,323,637,7.0,216379360.0,223179296.0,,544.0,349.0,,1059.0,1051.0,,205492045.0,244844299.33333334,405.3333333333333,550.6666666666666,915.6666666666666,1147.3333333333333,-0.1823735914553033,-0.40625,-0.3984891406987724
Kerala,Thrissur,2025-08-01,313682961,812,1853,8.0,176917479.0,216379360.0,,323.0,544.0,,637.0,1059.0,,235659933.33333334,242916286.16666666,559.6666666666666,505.6666666666667,1183.0,1180.1666666666667,0.7730467491004662,1.5139318885448918,1.9089481946624804
Kerala,Thrissur,2025-09-01,289868249,479,1405,9.0,313682961.0,176917479.0,,812.0,323.0,,1853.0,637.0,,260156229.66666666,242803303.66666666,538.0,474.0,1298.3333333333333,1188.1666666666667,-0.07591968631028068,-0.41009852216748766,-0.2417701025364274
Kerala,Thrissur,2025-10-01,254481378,534,1332,10.0,289868249.0,313682961.0,,479.0,812.0,,1405.0,1853.0,,286010862.6666667,245751453.83333334,608.3333333333334,506.8333333333333,1530.0,1222.8333333333333,-0.12207915534757308,0.1148225469728601,-0.051957295373665446
Kerala,Thrissur,2025-11-01,259252634,515,1247,11.0,254481378.0,289868249.0,,534.0,479.0,,1332.0,1405.0,,267867420.33333334,251763676.83333334,509.3333333333333,534.5,1328.0,1255.5,0.018748939657187824,-0.035580524344569264,-0.06381381381381379
Kerala,Thrissur,2025-12-01,304836917,722,1619,12.0,259252634.0,254481378.0,,515.0,534.0,,1247.0,1332.0,,272856976.3333333,266506603.0,590.3333333333334,564.1666666666666,1399.3333333333333,1348.8333333333333,0.1758295848211131,0.40194174757281553,0.29831595829991975
Kerala,Thrissur,,3921389535,9373,18280,,304836917.0,259252634.0,784556240.0,722.0,515.0,43027.0,1619.0,1247.0,54126.0,1495159695.3333333,890585279.0,3536.6666666666665,2072.5,7048.666666666667,4289.333333333333,11.86389317144288,11.981994459833794,10.290920321185917
Kerala,Wayanad,2025-01-01,96204187,8870,15206,1.0,,,,,,,,,,,,,,,,,,
Kerala,Wayanad,2025-02-01,36999455,261,498,2.0,96204187.0,,,8870.0,,,15206.0,,,,,,,,,-0.6154070196549761,-0.9705749718151071,-0.9672497698276996
Kerala,Wayanad,2025-03-01,36998988,158,590,3.0,36999455.0,96204187.0,,261.0,8870.0,,498.0,15206.0,,56734210.0,,3096.3333333333335,,5431.333333333333,,-1.2621807537471774e-05,-0.3946360153256705,0.18473895582329325
Kerala,Wayanad,2025-04-01,34967378,102,306,4.0,36998988.0,36999455.0,,158.0,261.0,,590.0,498.0,,36321940.333333336,,173.66666666666666,,464.6666666666667,,-0.05490988023780541,-0.35443037974683544,-0.4813559322033898
Kerala,Wayanad,2025-05-01,25564409,88,297,5.0,34967378.0,36998988.0,,102.0,158.0,,306.0,590.0,,32510258.333333332,,116.0,,397.6666666666667,,-0.2689068937339254,-0.13725490196078427,-0.02941176470588236
Kerala,Wayanad,2025-06-01,28923061,128,285,6.0,25564409.0,34967378.0,,88.0,102.0,,297.0,306.0,,29818282.666666668,43276246.333333336,106.0,1601.1666666666667,296.0,2863.6666666666665,0.1313799978712593,0.4545454545454546,-0.04040404040404044
Kerala,Wayanad,2025-07-01,23543682,52,137,7.0,28923061.0,25564409.0,,128.0,88.0,,285.0,297.0,,26010384.0,31166162.166666668,89.33333333333333,131.5,239.66666666666666,352.1666666666667,-0.18598926994622045,-0.59375,-0.5192982456140351
Kerala,Wayanad,2025-08-01,39690859,187,694,8.0,23543682.0,28923061.0,,52.0,128.0,,137.0,285.0,,30719200.666666668,31614729.5,122.33333333333333,119.16666666666667,372.0,384.8333333333333,0.6858390713907876,2.5961538461538463,4.065693430656935
Kerala,Wayanad,2025-09-01,41038694,113,520,9.0,39690859.0,23543682.0,,187.0,52.0,,694.0,137.0,,34757745.0,32288013.833333332,117.33333333333333,111.66666666666667,450.3333333333333,373.1666666666667,0.03395832274630295,-0.39572192513368987,-0.2507204610951008
Kerala,Wayanad,2025-10-01,34309489,166,468,10.0,41038694.0,39690859.0,,113.0,187.0,,520.0,694.0,,38346347.333333336,32178365.666666668,155.33333333333334,122.33333333333333,560.6666666666666,400.1666666666667,-0.16397220145455893,0.46902654867256643,-0.09999999999999998
Kerala,Wayanad,2025-11-01,34306022,115,377,11.0,34309489.0,41038694.0,,166.0,113.0,,468.0,520.0,,36551401.666666664,33635301.166666664,131.33333333333334,126.83333333333333,455.0,413.5,-0.00010105076178779093,-0.30722891566265065,-0.19444444444444442
Kerala,Wayanad,2025-12-01,36999927,181,428,12.0,34306022.0,34309489.0,,115.0,166.0,,377.0,468.0,,35205146.0,34981445.5,154.0,135.66666666666666,424.3333333333333,437.3333333333333,0.07852571772967432,0.5739130434782609,0.1352785145888593
Kerala,Wayanad,,518656120,2164,4462,,36999927.0,34306022.0,96204187.0,181.0,115.0,8870.0,428.0,377.0,15206.0,196654023.0,117500185.16666667,820.0,487.6666666666667,1755.6666666666667,1158.1666666666667,13.017760629635838,10.955801104972375,9.425233644859814
Ladakh,Kargil,2025-01-01,7572842,811,952,1.0,,,,,,,,,,,,,,,,,,
Ladakh,Kargil,2025-02-01,2330047,18,12,2.0,7572842.0,,,811.0,,,952.0,,,,,,,,,-0.6923153817285506,-0.9778051787916153,-0.9873949579831933
Ladakh,Kargil,2025-03-01,2524643,16,6,3.0,2330047.0,7572842.0,,18.0,811.0,,12.0,952.0,,4142510.6666666665,,281.6666666666667,,323.3333333333333,,0.08351591191078978,-0.11111111111111116,-0.5
Ladakh,Kargil,2025-04-01,3106851,26,12,4.0,2524643.0,2330047.0,,16.0,18.0,,6.0,12.0,,2653847.0,,20.0,,10.0,,0.23061003080435527,0.625,1.0
Ladakh,Kargil,2025-05-01,1941435,12,9,5.0,3106851.0,2524643.0,,26.0,16.0,,12.0,6.0,,2524309.6666666665,,18.0,,9.0,,-0.3751116484182859,-0.5384615384615384,-0.25
Ladakh,Kargil,2025-06-01,2329646,21,8,6.0,1941435.0,3106851.0,,12.0,26.0,,9.0,12.0,,2459310.6666666665,3300910.6666666665,19.666666666666668,150.66666666666666,9.666666666666666,166.5,0.1999608536984241,0.75,-0.11111111111111116
Ladakh,Kargil,2025-07-01,2135543,11,9,7.0,2329646.0,1941435.0,,21.0,12.0,,8.0,9.0,,2135541.3333333335,2394694.1666666665,14.666666666666666,17.333333333333332,8.666666666666666,9.333333333333334,-0.08331866729966697,-0.47619047619047616,0.125
Ladakh,Kargil,2025-08-01,2329846,20,13,8.0,2135543.0,2329646.0,,11.0,21.0,,9.0,8.0,,2265011.6666666665,2394660.6666666665,17.333333333333332,17.666666666666668,10.0,9.5,0.09098529039218595,0.8181818181818181,0.4444444444444444
Ladakh,Kargil,2025-09-01,3106661,20,14,9.0,2329846.0,2135543.0,,20.0,11.0,,13.0,9.0,,2524016.6666666665,2491663.6666666665,17.0,18.333333333333332,12.0,10.833333333333334,0.33341903284594765,0.0,0.07692307692307687
Ladakh,Kargil,2025-10-01,1941541,13,11,10.0,3106661.0,2329846.0,,20.0,20.0,,14.0,13.0,,2459349.3333333335,2297445.3333333335,17.666666666666668,16.166666666666668,12.666666666666666,10.666666666666666,-0.37503931069402163,-0.35,-0.2142857142857143
Ladakh,Kargil,2025-11-01,1941833,32,8,11.0,1941541.0,3106661.0,,13.0,20.0,,11.0,14.0,,2330011.6666666665,2297511.6666666665,21.666666666666668,19.5,11.0,10.5,0.0001503959998785387,1.4615384615384617,-0.2727272727272727
Ladakh,Kargil,2025-12-01,2718549,20,16,12.0,1941833.0,1941541.0,,32.0,13.0,,8.0,11.0,,2200641.0,2362328.8333333335,21.666666666666668,19.333333333333332,11.666666666666666,11.833333333333334,0.39999114238969047,-0.375,1.0
Ladakh,Kargil,,41552101,691,161,,2718549.0,1941833.0,7572842.0,20.0,32.0,811.0,16.0,8.0,952.0,15404161.0,8931755.166666666,247.66666666666666,132.66666666666666,61.666666666666664,37.166666666666664,14.284661413128841,33.55,9.0625
Ladakh,Leh,2025-01-01,6602189,575,1227,1.0,,,,,,,,,,,,,,,,,,
Ladakh,Leh,2025-02-01,2524437,23,15,2.0,6602189.0,,,575.0,,,1227.0,,,,,,,,,-0.6176363627275742,-0.96,-0.9877750611246944
Ladakh,Leh,2025-03-01,1941824,16,21,3.0,2524437.0,6602189.0,,23.0,575.0,,15.0,1227.0,,3689483.3333333335,,204.66666666666666,,421.0,,-0.23078928093669993,-0.30434782608695654,0.3999999999999999
Ladakh,Leh,2025-04-01,2524531,11,19,4.0,1941824.0,2524437.0,,16.0,23.0,,21.0,15.0,,2330264.0,,16.666666666666668,,18.333333333333332,,0.30008229376091755,-0.3125,-0.09523809523809523
Ladakh,Leh,2025-05-01,1553523,8,12,5.0,2524531.0,1941824.0,,11.0,16.0,,19.0,21.0,,2006626.0,,11.666666666666666,,17.333333333333332,,-0.38462906575518385,-0.2727272727272727,-0.368421052631579
Ladakh,Leh,2025-06-01,1942020,13,20,6.0,1553523.0,2524531.0,,8.0,11.0,,12.0,19.0,,2006691.3333333333,2848087.3333333335,10.666666666666666,107.66666666666667,17.0,219.0,0.250074829918836,0.625,0.6666666666666667
Ladakh,Leh,2025-07-01,2136626,3,20,7.0,1942020.0,1553523.0,,13.0,8.0,,20.0,12.0,,1877389.6666666667,2103826.8333333335,8.0,12.333333333333334,17.333333333333332,17.833333333333332,0.1002080308132769,-0.7692307692307692,0.0
Ladakh,Leh,2025-08-01,2525126,5,21,8.0,2136626.0,1942020.0,,3.0,13.0,,20.0,20.0,,2201257.3333333335,2103941.6666666665,7.0,9.333333333333334,20.333333333333332,18.833333333333332,0.1818287337138087,0.6666666666666667,0.050000000000000044
Ladakh,Leh,2025-09-01,1941723,11,19,9.0,2525126.0,2136626.0,,5.0,3.0,,21.0,20.0,,2201158.3333333335,2103924.8333333335,6.333333333333333,8.5,20.0,18.5,-0.23103916398627233,1.2000000000000002,-0.09523809523809523
Ladakh,Leh,2025-10-01,2136321,7,16,10.0,1941723.0,2525126.0,,11.0,5.0,,19.0,21.0,,2201056.6666666665,2039223.1666666667,7.666666666666667,7.833333333333333,18.666666666666668,18.0,0.10021923827446044,-0.36363636363636365,-0.1578947368421053
Ladakh,Leh,2025-11-01,2524735,12,31,11.0,2136321.0,1941723.0,,7.0,11.0,,16.0,19.0,,2200926.3333333335,2201091.8333333335,10.0,8.5,22.0,21.166666666666668,0.18181443706259492,0.7142857142857142,0.9375
Ladakh,Leh,2025-12-01,2135927,23,18,12.0,2524735.0,2136321.0,,12.0,7.0,,31.0,16.0,,2265661.0,2233409.6666666665,14.0,10.166666666666666,21.666666666666668,20.833333333333332,-0.15399952866340427,0.9166666666666667,-0.4193548387096774
Ladakh,Leh,,36316378,391,284,,2135927.0,2524735.0,6602189.0,23.0,12.0,575.0,18.0,31.0,1227.0,13659013.333333334,7930035.0,142.0,74.83333333333333,111.0,64.83333333333333,16.00263070788468,16.0,14.777777777777779
Lakshadweep,Lakshadweep,2025-01-01,36175413,1294,1773,1.0,,,,,,,,,,,,,,,,,,
Lakshadweep,Lakshadweep,2025-02-01,14333652,47,24,2.0,36175413.0,,,1294.0,,,1773.0,,,,,,,,,-0.6037736459290735,-0.9636785162287481,-0.9864636209813875
Lakshadweep,Lakshadweep,2025-03-01,13651092,25,27,3.0,14333652.0,36175413.0,,47.0,1294.0,,24.0,1773.0,,21386719.0,,455.3333333333333,,608.0,,-0.04761940641505735,-0.46808510638297873,0.125
Lakshadweep,Lakshadweep,2025-04-01,11603433,18,28,4.0,13651092.0,14333652.0,,25.0,47.0,,27.0,24.0,,13196059.0,,30.0,,26.333333333333332,,-0.14999964837977797,-0.28,0.03703703703703698
Lakshadweep,Lakshadweep,2025-05-01,10238313,28,36,5.0,11603433.0,13651092.0,,18.0,25.0,,28.0,27.0,,11830946.0,,23.666666666666668,,30.333333333333332,,-0.11764794091541697,0.5555555555555556,0.2857142857142858
Lakshadweep,Lakshadweep,2025-06-01,12285983,26,30,6.0,10238313.0,11603433.0,,28.0,18.0,,36.0,28.0,,11375909.666666666,16381314.333333334,24.0,239.66666666666666,31.333333333333332,319.6666666666667,0.20000072277532444,-0.0714285714285714,-0.16666666666666663
Lakshadweep,Lakshadweep,2025-07-01,12285993,27,27,7.0,12285983.0,10238313.0,,26.0,28.0,,30.0,36.0,,11603429.666666666,12399744.333333334,27.0,28.5,31.0,28.666666666666668,8.139356859615532e-07,0.03846153846153855,-0.09999999999999998
Lakshadweep,Lakshadweep,2025-08-01,16381312,31,51,8.0,12285993.0,12285983.0,,27.0,26.0,,27.0,30.0,,13651096.0,12741021.0,28.0,25.833333333333332,36.0,33.166666666666664,0.33333235661130534,0.14814814814814814,0.8888888888888888
Lakshadweep,Lakshadweep,2025-09-01,13651097,17,39,9.0,16381312.0,12285993.0,,31.0,27.0,,51.0,27.0,,14106134.0,12741021.833333334,25.0,24.5,39.0,35.166666666666664,-0.16666644283437126,-0.4516129032258065,-0.23529411764705888
Lakshadweep,Lakshadweep,2025-10-01,11603428,28,38,10.0,13651097.0,16381312.0,,17.0,31.0,,39.0,51.0,,13878612.333333334,12741021.0,25.333333333333332,26.166666666666668,42.666666666666664,36.833333333333336,-0.1500003259811281,0.6470588235294117,-0.02564102564102566
Lakshadweep,Lakshadweep,2025-11-01,13651101,30,33,11.0,11603428.0,13651097.0,,28.0,17.0,,38.0,39.0,,12968542.0,13309819.0,25.0,26.5,36.666666666666664,36.333333333333336,0.1764713841461334,0.0714285714285714,-0.13157894736842102
Lakshadweep,Lakshadweep,2025-12-01,13651094,36,40,12.0,13651101.0,11603428.0,,30.0,28.0,,33.0,38.0,,12968541.0,13537337.5,31.333333333333332,28.166666666666668,37.0,38.0,-5.127791523618086e-07,0.19999999999999996,0.21212121212121215
Lakshadweep,Lakshadweep,,195893277,619,448,,13651094.0,13651101.0,36175413.0,36.0,30.0,1294.0,40.0,33.0,1773.0,74398490.66666667,44138551.5,228.33333333333334,126.83333333333333,173.66666666666666,108.16666666666667,13.350005721153192,16.194444444444443,10.2
Madhya Pradesh,Agar Malwa,2025-01-01,22340599,4337,6911,1.0,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Agar Malwa,2025-02-01,8377686,61,222,2.0,22340599.0,,,4337.0,,,6911.0,,,,,,,,,-0.6250017289151468,-0.9859349780954577,-0.9678772970626537
Madhya Pradesh,Agar Malwa,2025-03-01,8377686,66,242,3.0,8377686.0,22340599.0,,61.0,4337.0,,222.0,6911.0,,13031990.333333334,,1488.0,,2458.3333333333335,,0.0,0.08196721311475419,0.09009009009009006
Madhya Pradesh,Agar Malwa,2025-04-01,7912134,43,145,4.0,8377686.0,8377686.0,,66.0,61.0,,242.0,222.0,,8222502.0,,56.666666666666664,,203.0,,-0.05557047614341237,-0.3484848484848485,-0.40082644628099173
Madhya Pradesh,Agar Malwa,2025-05-01,6050565,31,131,5.0,7912134.0,8377686.0,,43.0,66.0,,145.0,242.0,,7446795.0,,46.666666666666664,,172.66666666666666,,-0.23528026699244475,-0.2790697674418605,-0.096551724137931
Madhya Pradesh,Agar Malwa,2025-06-01,9308677,89,216,6.0,6050565.0,7912134.0,,31.0,43.0,,131.0,145.0,,7757125.333333333,10394557.833333334,54.333333333333336,771.1666666666666,164.0,1311.1666666666667,0.5384806212312403,1.870967741935484,0.6488549618320612
Madhya Pradesh,Agar Malwa,2025-07-01,4654453,36,137,7.0,9308677.0,6050565.0,,89.0,31.0,,216.0,131.0,,6671231.666666667,7446866.833333333,52.0,54.333333333333336,161.33333333333334,182.16666666666666,-0.4999876996484033,-0.5955056179775281,-0.3657407407407407
Madhya Pradesh,Agar Malwa,2025-08-01,8843350,59,223,8.0,4654453.0,9308677.0,,36.0,89.0,,137.0,216.0,,7602160.0,7524477.5,61.333333333333336,54.0,192.0,182.33333333333334,0.8999762163244531,0.6388888888888888,0.6277372262773722
Madhya Pradesh,Agar Malwa,2025-09-01,9774130,69,219,9.0,8843350.0,4654453.0,,59.0,36.0,,223.0,137.0,,7757311.0,7757218.166666667,54.666666666666664,54.5,193.0,178.5,0.10525196899365064,0.1694915254237288,-0.017937219730941756
Madhya Pradesh,Agar Malwa,2025-10-01,6050893,38,164,10.0,9774130.0,8843350.0,,69.0,59.0,,219.0,223.0,,8222791.0,7447011.333333333,55.333333333333336,53.666666666666664,202.0,181.66666666666666,-0.38092771428249883,-0.4492753623188406,-0.25114155251141557
Madhya Pradesh,Agar Malwa,2025-11-01,8377686,72,211,11.0,6050893.0,9774130.0,,38.0,69.0,,164.0,219.0,,8067569.666666667,7834864.833333333,59.666666666666664,60.5,198.0,195.0,0.3845371253466223,0.894736842105263,0.28658536585365857
Madhya Pradesh,Agar Malwa,2025-12-01,8377686,75,203,12.0,8377686.0,6050893.0,,72.0,38.0,,211.0,164.0,,7602088.333333333,7679699.666666667,61.666666666666664,58.166666666666664,192.66666666666666,192.83333333333334,0.0,0.04166666666666674,-0.03791469194312791
Madhya Pradesh,Agar Malwa,,115892660,745,2068,,8377686.0,8377686.0,22340599.0,75.0,72.0,4337.0,203.0,211.0,6911.0,44216010.666666664,26219400.833333332,297.3333333333333,176.33333333333334,827.3333333333334,514.6666666666666,12.83349292394105,8.933333333333334,9.187192118226601
Madhya Pradesh,Alirajpur,2025-01-01,27474109,25543,19579,1.0,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Alirajpur,2025-02-01,10531576,555,531,2.0,27474109.0,,,25543.0,,,19579.0,,,,,,,,,-0.6166727008326276,-0.978271933602161,-0.9728791051636958
Madhya Pradesh,Alirajpur,2025-03-01,10531576,571,588,3.0,10531576.0,27474109.0,,555.0,25543.0,,531.0,19579.0,,16179087.0,,8889.666666666666,,6899.333333333333,,0.0,0.028828828828828756,0.10734463276836159
Madhya Pradesh,Alirajpur,2025-04-01,10073920,359,315,4.0,10531576.0,10531576.0,,571.0,555.0,,588.0,531.0,,10379024.0,,495.0,,478.0,,-0.043455604365386535,-0.37127845884413313,-0.4642857142857143
Madhya Pradesh,Alirajpur,2025-05-01,10073915,196,260,5.0,10073920.0,10531576.0,,359.0,571.0,,315.0,588.0,,10226470.333333334,,375.3333333333333,,387.6666666666667,,-4.963311203143306e-07,-0.4540389972144847,-0.17460317460317465
Madhya Pradesh,Alirajpur,2025-06-01,9615814,320,359,6.0,10073915.0,10073920.0,,196.0,359.0,,260.0,315.0,,9921216.333333334,13050151.666666666,291.6666666666667,4590.666666666667,311.3333333333333,3605.3333333333335,-0.04547397908360351,0.6326530612244898,0.38076923076923075
Madhya Pradesh,Alirajpur,2025-07-01,5952951,132,212,7.0,9615814.0,10073915.0,,320.0,196.0,,359.0,260.0,,8547560.0,9463292.0,216.0,355.5,277.0,377.5,-0.380920741603363,-0.5875,-0.4094707520891365
Madhya Pradesh,Alirajpur,2025-08-01,10073255,375,420,8.0,5952951.0,9615814.0,,132.0,320.0,,212.0,359.0,,8547340.0,9386905.166666666,275.6666666666667,325.5,330.3333333333333,359.0,0.6921447866780694,1.8409090909090908,0.9811320754716981
Madhya Pradesh,Alirajpur,2025-09-01,10073481,412,445,9.0,10073255.0,5952951.0,,375.0,132.0,,420.0,212.0,,8699895.666666666,9310556.0,306.3333333333333,299.0,359.0,335.1666666666667,2.243564766302164e-05,0.09866666666666668,0.059523809523809534
Madhya Pradesh,Alirajpur,2025-10-01,9157931,350,374,10.0,10073481.0,10073255.0,,412.0,375.0,,445.0,420.0,,9768222.333333334,9157891.166666666,379.0,297.5,413.0,345.0,-0.09088715211752518,-0.15048543689320393,-0.15955056179775284
Madhya Pradesh,Alirajpur,2025-11-01,10073147,383,456,11.0,9157931.0,10073481.0,,350.0,412.0,,374.0,445.0,,9768186.333333334,9157763.166666666,381.6666666666667,328.6666666666667,425.0,377.6666666666667,0.09993698358286385,0.0942857142857143,0.2192513368983957
Madhya Pradesh,Alirajpur,2025-12-01,10073915,407,457,12.0,10073147.0,9157931.0,,383.0,350.0,,456.0,374.0,,9768331.0,9234113.333333334,380.0,343.1666666666667,429.0,394.0,7.624231037239859e-05,0.06266318537859017,0.002192982456140413
Madhya Pradesh,Alirajpur,,141948948,3887,4647,,10073915.0,10073147.0,27474109.0,407.0,383.0,25543.0,457.0,456.0,19579.0,54032003.333333336,31900112.833333332,1559.0,969.0,1853.3333333333333,1133.1666666666667,13.090743072579032,8.55036855036855,9.168490153172867
Madhya Pradesh,Anuppur,2025-01-01,49888750,25566,28393,1.0,,,,,,,,,,,,,,,,,,
Madhya Pradesh,Anuppur,2025-02-01,18892985,345,570,2.0,49888750.0,,,25566.0,,,28393.0,,,,,,,,,-0.6212976873543634,-0.9865055151372917,-0.9799246293100412
